geoid,city,tot_pop,male,female,under_5,5_9,10_14,15_19,20_24,25_34,35_44,45_54,55_59,60_64,65_74,75_84,85_over,median_age,hispanic_latino,white,black,aian,asian,nhopi,other,median_income,insurance,private_insure,public_insure,no_insurance,year
1600000US0608786,Buena Park,80214,38427,41787,5416,5307,6118,6715,6345,10644,12040,11615,4151,3383,4397,3052,1031,34.6,30220,23279,3477,273,20880,428,3091,64809.0,,,,,2011
1600000US0608828,Buena Vista,435,144,291,0,39,39,31,62,79,61,25,63,18,0,18,0,27.0,0,298,0,28,0,0,218,32944.0,,,,,2011
1600000US0608954,Burbank,103037,49793,53244,5488,5264,6391,6193,5623,16408,17264,15739,5938,5391,6794,4385,2159,38.5,26288,60430,1842,114,11758,47,4775,66024.0,,,,,2011
1600000US0608968,Burbank,5827,3279,2548,356,104,432,334,411,1231,994,903,413,235,288,72,54,35.6,2824,2111,89,0,657,20,252,51623.0,,,,,2011
1600000US0609066,Burlingame,28514,13798,14716,1951,1850,1482,1230,1204,3917,5039,5138,1616,1291,1598,1388,810,39.8,3393,17860,381,59,5723,124,1851,79760.0,,,,,2011
1600000US0609122,Burney,2824,1443,1381,209,250,104,132,106,280,391,364,281,196,365,103,43,43.6,99,2486,0,139,7,7,172,33875.0,,,,,2011
1600000US0609150,Burnt Ranch,293,159,134,23,0,19,19,10,16,22,49,46,21,45,23,0,54.1,6,266,0,3,0,0,36,28929.0,,,,,2011
1600000US0609310,Butte Creek Canyon,924,534,390,2,1,0,74,102,13,0,317,118,153,70,52,22,54.6,33,888,0,0,0,3,0,58750.0,,,,,2011
1600000US0609318,Butte Meadows,21,21,0,0,0,0,0,0,0,0,21,0,0,0,0,0,53.0,0,21,0,0,0,0,0,,,,,,2011
1600000US0609324,Butte Valley,954,361,593,65,103,56,73,16,117,133,206,97,26,34,28,0,37.9,100,854,0,0,0,0,0,69659.0,,,,,2011
1600000US0609332,Buttonwillow,1449,719,730,123,156,191,169,83,187,173,181,48,58,56,24,0,25.1,1110,267,33,0,2,0,74,33333.0,,,,,2011
1600000US0609346,Byron,1287,714,573,28,162,10,249,0,53,115,244,30,146,180,70,0,45.2,177,1000,57,0,5,0,53,71483.0,,,,,2011
1600000US0609353,Bystrom,3858,2022,1836,425,372,342,257,421,518,379,465,180,203,205,56,35,26.5,3073,458,10,0,184,0,266,22227.0,,,,,2011
1600000US0609360,Cabazon,1729,853,876,131,73,197,116,23,316,189,268,171,136,57,52,0,35.5,705,936,61,0,0,16,22,30288.0,,,,,2011
1600000US0609598,Calabasas,22839,11035,11804,1073,1687,1966,2032,943,1678,3213,4334,1842,1202,1641,896,332,41.7,1501,17331,706,36,2306,0,1918,118182.0,,,,,2011
1600000US0609710,Calexico,37378,17724,19654,2922,2845,3482,3913,3061,4404,4736,4708,2123,1406,1794,1396,588,30.1,36014,953,63,8,328,6,12,35988.0,,,,,2011
1600000US0609780,California City,13684,6557,7127,1017,949,1155,1287,953,1909,1556,2154,658,857,723,398,68,33.0,3344,7420,2112,31,364,0,739,53768.0,,,,,2011
1600000US0609822,California Hot Springs,67,26,41,0,0,0,0,3,0,0,2,0,3,39,5,15,72.6,0,66,0,0,0,0,2,33750.0,,,,,2011
1600000US0609834,California Pines,105,72,33,0,26,0,0,0,10,0,49,0,0,20,0,0,48.7,4,81,0,0,0,0,40,55938.0,,,,,2011
1600000US0609864,Calimesa,7923,3913,4010,271,296,412,422,300,705,651,1087,765,673,1039,1049,253,54.3,1547,6015,38,0,79,0,488,44911.0,,,,,2011
1600000US0609878,Calipatria,7292,4443,2849,529,457,499,549,606,1214,1116,973,395,231,387,146,190,33.5,5509,993,570,78,107,17,36,35030.0,,,,,2011
1600000US0609892,Calistoga,5159,2594,2565,462,226,405,122,398,656,647,734,284,261,478,301,185,38.1,1970,3070,39,0,47,0,45,51974.0,,,,,2011
1600000US0609948,Callender,1531,877,654,108,59,74,128,298,185,173,321,72,27,54,32,0,27.1,651,856,0,0,24,0,0,72917.0,,,,,2011
1600000US0609990,Calpella,890,439,451,137,122,31,25,21,178,117,57,24,109,58,11,0,31.6,60,701,45,28,24,0,64,39265.0,,,,,2011
1600000US0610004,Calpine,194,114,80,15,14,0,0,0,0,19,87,53,0,0,6,0,54.6,0,194,0,0,0,0,0,15132.0,,,,,2011
1600000US0610032,Calwa,1467,788,679,88,144,184,106,164,205,219,155,58,64,59,21,0,26.9,1217,137,0,0,90,0,46,24960.0,,,,,2011
1600000US0610042,Camanche North Shore,791,369,422,38,6,29,70,0,63,26,274,50,68,109,0,58,48.2,134,657,0,0,0,0,0,58309.0,,,,,2011
1600000US0610044,Camanche Village,704,353,351,0,72,96,62,0,102,119,113,41,42,30,0,27,35.6,0,704,0,0,0,0,0,98333.0,,,,,2011
1600000US0610046,Camarillo,64340,31269,33071,3800,4039,4794,4384,3327,7334,8975,9618,4232,3345,4912,3631,1949,40.4,15795,39007,889,56,6591,236,3366,84168.0,,,,,2011
1600000US0610074,Cambria,6229,2845,3384,161,366,266,236,116,280,549,569,528,947,1330,585,296,60.2,1067,4932,2,13,167,0,96,76271.0,,,,,2011
1600000US0610088,Cambrian Park,3581,1869,1712,173,237,179,177,186,451,628,528,348,173,271,190,40,42.7,603,2470,12,282,138,12,128,102825.0,,,,,2011
1600000US0610256,Cameron Park,16697,8289,8408,930,1034,1485,1000,600,1783,2192,2818,981,983,1506,993,392,41.5,2572,13241,92,12,359,0,842,72562.0,,,,,2011
1600000US0610270,Camino,1933,904,1029,73,79,94,123,123,114,187,337,160,153,223,230,37,50.9,68,1839,7,0,6,0,26,51742.0,,,,,2011
1600000US0610301,Camino Tassajara,1813,816,997,124,246,138,214,14,109,393,377,68,76,54,0,0,37.0,151,790,0,0,826,0,92,164773.0,,,,,2011
1600000US0610345,Campbell,39108,19386,19722,2840,2361,1773,2011,2525,6767,6198,6427,2463,1452,2057,1557,677,37.0,6584,23199,544,22,6541,50,4188,82687.0,,,,,2011
1600000US0610494,Camp Nelson,119,40,79,0,0,0,0,0,55,0,0,11,12,0,41,0,57.4,0,119,0,0,0,0,0,9939.0,,,,,2011
1600000US0610508,Campo,2482,1467,1015,219,119,98,398,109,396,157,315,259,122,189,92,9,33.2,819,1379,157,56,64,0,14,58083.0,,,,,2011
1600000US0610559,Camp Pendleton North,6948,4659,2289,1004,483,178,649,3289,994,293,40,13,0,3,2,0,21.5,1685,3808,768,135,292,133,250,38167.0,,,,,2011
1600000US0610561,Camp Pendleton South,11193,6769,4424,2687,1132,520,652,2295,3091,654,162,0,0,0,0,0,21.2,2845,5951,1307,29,368,0,1386,50457.0,,,,,2011
1600000US0610676,Camptonville,139,76,63,4,10,12,11,3,11,15,26,10,11,15,11,0,45.7,13,122,0,0,0,0,8,17188.0,,,,,2011
1600000US0610732,Canby,480,252,228,12,16,17,40,26,115,113,52,6,9,74,0,0,36.2,100,279,50,38,0,0,26,21744.0,,,,,2011
1600000US0610816,Cantua Creek,289,114,175,76,51,0,23,17,71,0,24,17,0,10,0,0,18.8,289,0,0,0,0,0,0,19737.0,,,,,2011
1600000US0610914,Canyondam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,2011
1600000US0610928,Canyon Lake,10663,5259,5404,475,746,826,662,491,1203,1392,1880,803,612,787,603,183,41.5,1038,9191,92,15,120,18,367,80145.0,,,,,2011
1600000US0611040,Capitola,9864,4869,4995,671,299,443,481,769,1337,1365,1446,862,796,459,655,281,41.1,2199,6980,110,50,222,58,490,50696.0,,,,,2011
1600000US0611166,Caribou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,2011
1600000US0611194,Carlsbad,102342,50821,51521,6265,6881,6826,6145,5191,11930,16204,16771,6978,5345,6795,5066,1945,40.0,13724,77511,633,91,7346,52,5683,85743.0,,,,,2011
1600000US0611250,Carmel-by-the-Sea,3728,1721,2007,50,232,108,33,119,240,376,524,295,494,798,320,139,57.4,301,3190,0,0,237,0,0,76463.0,,,,,2011
1600000US0611324,Carmel Valley Village,4676,2370,2306,179,97,425,446,152,245,570,826,451,507,433,274,71,47.4,316,3986,0,0,102,0,544,82566.0,,,,,2011
1600000US0611376,Carmet,22,11,11,0,0,0,0,0,0,0,0,0,0,22,0,0,,0,22,0,0,0,0,0,,,,,,2011
1600000US0611390,Carmichael,61710,29762,31948,3556,3072,3381,4494,3571,7050,7772,9487,4519,3982,5033,3535,2258,42.3,6545,46501,2556,450,3139,236,4462,53686.0,,,,,2011
1600000US0611418,Carnelian Bay,289,192,97,0,13,14,0,0,0,65,68,29,0,58,21,21,51.4,0,289,0,0,0,0,0,47900.0,,,,,2011
1600000US0611446,Carpinteria,13106,6617,6489,568,566,840,1075,933,1332,1999,2058,853,907,811,844,320,41.7,5586,6675,56,33,447,0,599,68498.0,,,,,2011
1600000US0611481,Carrick,123,47,76,0,0,0,0,0,0,0,27,36,10,0,27,23,59.9,0,123,0,0,0,0,0,12269.0,,,,,2011
1600000US0611530,Carson,91508,44022,47486,5241,5208,6974,7303,6895,12262,11550,14229,5062,4905,7269,3476,1134,36.6,34635,6570,20065,158,23654,2577,7611,70416.0,,,,,2011
1600000US0611600,Cartago,84,66,18,11,7,0,0,0,48,0,0,0,0,7,11,0,31.6,0,84,0,0,0,0,0,44293.0,,,,,2011
1600000US0611614,Caruthers,2914,1377,1537,296,308,192,440,348,260,270,353,140,73,149,75,10,23.2,2283,346,94,40,46,0,210,43400.0,,,,,2011
1600000US0611656,Casa Conejo,3424,1835,1589,173,195,358,301,227,385,666,506,155,81,310,67,0,36.0,1117,2179,38,0,71,0,38,84286.0,,,,,2011
1600000US0611691,Casa de Oro-Mount Helix,18498,8598,9900,915,915,1424,1226,1231,1045,2019,3467,1532,1332,1554,1281,557,46.7,3167,12898,1351,111,552,0,786,86109.0,,,,,2011
1600000US0611754,Casmalia,224,58,166,73,0,33,43,0,0,32,10,22,0,0,11,0,16.2,213,11,0,0,0,0,0,38750.0,,,,,2011
1600000US0611768,Caspar,637,302,335,0,75,32,36,21,94,99,65,114,20,13,68,0,40.1,1,619,0,0,0,0,34,74934.0,,,,,2011
1600000US0611782,Cassel,473,246,227,25,26,77,7,0,26,51,50,115,38,33,0,25,47.0,22,451,0,0,0,0,0,65156.0,,,,,2011
1600000US0611796,Castaic,18170,9319,8851,722,1540,1752,2002,1328,1482,3251,3600,916,597,660,221,99,35.9,4410,11012,943,0,1182,30,1165,100625.0,,,,,2011
1600000US0611915,Castle Hill,1369,686,683,128,48,69,124,67,55,129,257,103,157,139,67,26,47.0,112,1142,0,0,53,0,99,119688.0,,,,,2011
1600000US0611964,Castro Valley,60882,29513,31369,3550,3243,3973,4913,3185,6507,8141,11179,4082,3786,3855,2917,1551,41.9,10619,30705,4073,186,13088,236,3850,82370.0,,,,,2011
1600000US0611978,Castroville,5809,3075,2734,617,437,449,577,679,848,638,795,149,206,323,68,23,27.3,5490,222,0,46,19,21,22,46795.0,,,,,2011
1600000US0612048,Cathedral City,51130,25439,25691,3704,3608,3913,4134,3290,6524,6549,7365,2319,2266,4166,2574,718,35.8,30565,16903,883,111,1880,26,1476,45088.0,,,,,2011
1600000US0612062,Catheys Valley,811,430,381,19,49,0,35,28,65,83,155,115,41,134,73,14,52.3,94,625,0,0,0,0,184,26759.0,,,,,2011
1600000US0612132,Cayucos,2822,1436,1386,144,180,0,18,112,125,340,462,313,427,297,265,139,55.6,168,2605,0,7,14,0,56,59130.0,,,,,2011
1600000US0612146,Cazadero,305,149,156,10,26,7,23,12,26,35,64,42,20,17,23,0,48.1,27,259,0,0,0,0,38,46875.0,,,,,2011
1600000US0612300,Cedar Ridge,1071,534,537,21,33,65,45,47,70,132,213,157,93,120,75,0,52.3,37,939,3,15,7,10,120,59323.0,,,,,2011
1600000US0612314,Cedar Slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,2011
1600000US0612328,Cedarville,545,266,279,35,29,13,60,5,49,37,65,62,56,61,47,26,53.1,110,425,0,8,2,0,0,43500.0,,,,,2011
1600000US0612412,Centerville,231,76,155,0,0,0,0,0,22,68,0,54,52,17,0,18,56.5,0,217,14,0,0,0,0,82125.0,,,,,2011
1600000US0612524,Ceres,44731,21985,22746,3804,3559,4040,4041,3168,6718,6269,5894,1933,1723,1974,1153,455,30.5,24500,14736,870,279,3083,284,1839,48550.0,,,,,2011
1600000US0612552,Cerritos,49281,23373,25908,1798,2619,3584,4007,3070,4708,6158,7677,3957,3784,5255,1897,767,43.3,5617,7823,3313,191,30501,154,3067,87853.0,,,,,2011
1600000US0612594,Chalfant,749,420,329,0,0,57,0,0,48,112,173,142,86,110,21,0,54.8,10,739,0,0,0,0,0,64018.0,,,,,2011
1600000US0612612,Challenge-Brownsville,1479,704,775,70,201,28,154,45,140,223,179,178,89,106,39,27,36.8,121,1211,50,70,0,0,54,56538.0,,,,,2011
1600000US0612669,Channel Islands Beach,3299,1805,1494,113,193,205,320,217,533,411,509,331,187,190,75,15,38.7,634,2561,0,0,39,0,103,70313.0,,,,,2011
1600000US0612734,Charter Oak,9747,4724,5023,695,821,849,743,541,1390,1380,1310,525,447,595,330,121,32.9,4544,4271,213,0,523,11,323,67423.0,,,,,2011
1600000US0612818,Cherokee,105,74,31,0,7,22,13,0,3,16,20,0,11,4,9,0,41.3,0,91,0,0,14,0,0,80714.0,,,,,2011
1600000US0612860,Cherokee Strip,316,143,173,33,44,31,35,3,36,51,14,5,35,10,19,0,26.6,248,68,0,0,0,0,0,43977.0,,,,,2011
1600000US0612902,Cherryland,14394,7113,7281,1824,951,889,997,864,2429,1747,2365,632,644,529,326,197,31.0,8040,2859,1201,36,1246,561,852,50987.0,,,,,2011
1600000US0612916,Cherry Valley,5477,2636,2841,123,106,233,412,205,366,447,829,474,497,943,584,258,55.3,833,4391,37,13,134,0,138,53245.0,,,,,2011
1600000US0612930,Chester,1674,774,900,49,80,196,151,0,74,276,127,131,16,243,126,205,45.6,48,1602,4,0,0,0,40,27778.0,,,,,2011
1600000US0613014,Chico,85605,41728,43877,4953,4093,4108,8805,15745,12441,8274,10134,4738,3829,3785,3131,1569,28.4,12663,63140,1494,528,3956,186,7130,41632.0,,,,,2011
1600000US0613077,Chilcoot-Vinton,534,261,273,0,55,0,67,72,52,0,180,56,52,0,0,0,45.4,0,534,0,0,0,0,0,48004.0,,,,,2011
1600000US0613157,China Lake Acres,1423,723,700,75,75,57,19,164,70,77,386,177,81,165,68,9,49.1,146,1172,0,0,0,47,99,38643.0,,,,,2011
1600000US0613182,Chinese Camp,154,92,62,7,14,18,14,0,16,11,36,17,8,4,9,0,37.5,13,127,0,0,0,0,28,45313.0,,,,,2011
1600000US0613210,Chino,78050,39812,38238,5201,4996,5174,6635,6516,13132,12122,11351,3955,3128,3578,1637,625,32.7,42392,21339,4332,326,7446,101,3962,73400.0,,,,,2011
1600000US0613214,Chino Hills,74765,37005,37760,5005,5120,6577,5847,5570,8674,11555,12908,5230,3405,2828,1630,416,35.5,22586,25972,2778,207,20784,146,4355,101905.0,,,,,2011
1600000US0613294,Chowchilla,18465,5779,12686,836,940,1199,1134,1376,3441,3421,3406,722,559,756,495,180,35.6,6772,8082,1875,302,450,521,921,41858.0,,,,,2011
1600000US0613364,Chualar,1182,592,590,64,127,95,142,114,174,123,214,23,34,25,28,19,28.3,1087,59,11,6,19,0,0,48654.0,,,,,2011
1600000US0613392,Chula Vista,236218,112864,123354,16480,18323,19407,19380,16888,30898,35088,34220,12304,9203,12650,8201,3176,34.0,134196,51076,9865,610,32728,1327,12373,65526.0,,,,,2011
1600000US0613560,Citrus,10441,5346,5095,736,603,703,1141,973,1270,1469,1601,710,476,426,267,66,33.7,7257,1976,158,24,743,0,562,67382.0,,,,,2011
1600000US0613588,Citrus Heights,84112,40450,43662,5125,5296,5267,5630,6417,12082,10679,12645,5395,3916,5980,3930,1750,37.1,13896,62469,2409,457,2226,722,3631,54575.0,,,,,2011
1600000US0613756,Claremont,34824,16373,18451,1461,1997,1952,4396,3520,3522,3711,4661,2145,2078,2735,1716,930,37.2,7258,20823,1724,96,3791,52,2078,81715.0,,,,,2011
1600000US0613784,Clarksburg,423,201,222,7,34,7,6,0,80,25,46,34,21,87,52,24,57.3,59,309,0,0,0,55,0,57625.0,,,,,2011
1600000US0613854,Clay,1188,586,602,21,78,138,84,86,52,146,187,148,96,125,27,0,44.6,290,804,0,0,74,0,40,99635.0,,,,,2011
1600000US0613882,Clayton,10856,5478,5378,549,859,912,687,415,776,1509,2122,620,878,928,444,157,44.0,888,8507,241,24,806,0,756,131991.0,,,,,2011
1600000US0613910,Clear Creek,138,60,78,4,3,8,8,1,1,12,32,21,14,24,4,6,54.5,21,112,0,0,0,0,10,44167.0,,,,,2011
1600000US0613945,Clearlake,15134,7587,7547,1114,986,806,1101,1058,1859,1692,2366,828,1240,1197,616,271,37.7,3624,9626,799,210,155,0,1305,28604.0,,,,,2011
1600000US0613966,Clearlake Oaks,1291,646,645,0,33,13,59,0,0,202,386,147,79,193,154,25,54.7,10,1108,65,0,0,82,36,29962.0,,,,,2011
1600000US0613985,Clearlake Riviera,2850,1303,1547,180,263,121,67,240,358,436,365,313,211,150,88,58,36.7,362,2415,63,0,0,0,20,49236.0,,,,,2011
1600000US0614008,Cleone,736,335,401,31,62,9,8,22,71,119,109,53,111,69,42,30,49.1,151,585,0,0,0,0,0,43920.0,,,,,2011
1600000US0614106,Clio,41,19,22,0,0,0,0,0,0,22,19,0,0,0,0,0,40.9,22,19,0,0,0,0,0,,,,,,2011
1600000US0614148,Clipper Mills,91,47,44,0,0,0,0,0,0,0,44,0,47,0,0,0,60.0,0,91,0,0,0,0,0,,,,,,2011
1600000US0614190,Cloverdale,8390,4167,4223,839,461,584,319,399,1236,1095,1193,724,368,715,342,115,37.9,2534,5342,15,24,373,0,204,56649.0,,,,,2011
1600000US0614218,Clovis,93304,44758,48546,6746,6857,7459,7623,6737,12268,12606,13007,5302,4668,5431,3295,1305,33.8,22544,55395,2761,808,9088,132,4834,65300.0,,,,,2011
1600000US0614232,Clyde,529,255,274,43,32,0,73,31,76,68,89,64,28,25,0,0,39.1,198,289,0,0,27,0,30,99375.0,,,,,2011
1600000US0614260,Coachella,39442,20139,19303,3853,4300,5252,4093,2952,6145,5788,3325,1283,769,1023,530,129,24.1,38118,882,278,39,8,12,210,43357.0,,,,,2011
1600000US0614274,Coalinga,13246,8060,5186,916,1028,742,906,1380,2141,1975,2067,618,522,529,292,130,32.9,6886,4872,904,187,243,17,265,47101.0,,,,,2011
1600000US0614288,Coarsegold,1490,708,782,50,0,37,112,53,105,135,272,107,214,215,179,11,53.9,73,1390,0,0,0,0,54,40333.0,,,,,2011
1600000US0614302,Cobb,1810,927,883,129,49,210,43,14,209,163,348,174,228,141,102,0,49.5,95,1581,0,0,68,0,132,71544.0,,,,,2011
1600000US0614406,Coffee Creek,219,118,101,0,3,9,19,0,2,14,85,19,6,26,36,0,52.8,8,211,0,0,0,0,0,55714.0,,,,,2011
1600000US0614442,Cohasset,955,414,541,47,0,39,110,89,87,163,167,72,40,95,23,23,43.1,29,911,5,0,0,0,20,55175.0,,,,,2011
1600000US0614450,"Cold Springs CDP (El Dorado County), California",569,284,285,25,26,16,23,0,55,18,76,32,102,118,58,20,61.1,19,498,0,0,0,0,104,97576.0,,,,,2011
1600000US0614454,"Cold Springs CDP (Tuolumne County), California",293,124,169,0,2,0,11,6,80,4,20,76,0,94,0,0,57.1,19,274,0,0,0,0,0,74018.0,,,,,2011
1600000US0614484,Coleville,652,355,297,169,0,57,0,94,230,78,0,0,15,9,0,0,25.1,250,402,0,0,0,0,0,56591.0,,,,,2011
1600000US0614498,Colfax,1999,888,1111,103,90,143,140,145,192,270,416,169,94,96,113,28,42.5,82,1804,1,3,53,0,112,58750.0,,,,,2011
1600000US0614554,College City,70,51,19,0,0,0,7,10,0,0,27,10,16,0,0,0,52.5,25,45,0,0,0,0,0,62750.0,,,,,2011
1600000US0614708,Collierville,1891,960,931,62,47,140,118,143,149,235,370,130,82,308,92,15,46.4,436,1433,22,0,0,0,0,52083.0,,,,,2011
1600000US0614736,Colma,1785,860,925,161,75,124,124,132,457,219,245,66,63,72,36,11,30.7,714,261,17,0,762,12,38,80972.0,,,,,2011
1600000US0614764,Coloma,353,131,222,19,35,13,2,27,83,34,47,0,72,14,0,7,29.8,71,281,0,0,1,0,0,44844.0,,,,,2011
1600000US0614890,Colton,52283,25792,26491,4493,4737,5082,4643,4410,8466,6437,6094,2404,1793,2073,927,724,28.6,35528,7675,5308,248,2693,0,1601,41788.0,,,,,2011
1600000US0614904,Columbia,2258,1177,1081,64,51,84,294,116,194,158,232,302,247,361,104,51,51.8,256,1638,0,87,3,25,498,34231.0,,,,,2011
1600000US0614946,Colusa,5951,3123,2828,549,482,353,392,342,1010,564,795,286,309,433,330,106,33.4,3359,2371,51,21,82,7,120,49100.0,,,,,2011
1600000US0614974,Commerce,12791,6477,6314,908,1050,1038,1437,934,1870,1602,1530,611,389,879,371,172,30.3,12087,302,126,16,192,40,56,48878.0,,,,,2011
1600000US0615030,Comptche,133,94,39,0,0,0,0,0,19,11,60,9,20,14,0,0,46.8,44,89,0,0,0,0,0,,,,,,2011
1600000US0615044,Compton,96102,46592,49510,9385,9031,8822,9361,8285,14136,12253,11352,3755,2931,3808,2117,866,26.9,62903,1088,29584,134,295,560,2901,43311.0,,,,,2011
1600000US0616000,Concord,121989,60896,61093,8098,7995,7534,7435,8130,18027,18565,18906,7361,6020,7268,4702,1948,37.1,33992,63929,3658,411,14186,593,9676,65769.0,,,,,2011
1600000US0616035,Concow,581,339,242,43,30,11,19,30,29,20,87,99,77,105,31,0,57.3,6,447,22,11,14,9,138,24792.0,,,,,2011
1600000US0616090,Contra Costa Centre,5773,2704,3069,351,157,136,174,312,1803,983,860,224,236,271,184,82,34.7,595,3585,116,0,1166,0,588,78176.0,,,,,2011
1600000US0616210,Copperopolis,4177,2170,2007,384,295,368,229,250,413,519,413,303,431,398,174,0,37.7,149,3755,122,0,30,0,242,62798.0,,,,,2011
1600000US0616224,Corcoran,25113,18676,6437,1521,1171,944,1245,2183,4693,5122,4503,1308,904,914,445,160,36.4,15830,4633,2970,359,486,13,1594,31641.0,,,,,2011
1600000US0616322,Corning,7624,3700,3924,710,712,651,868,511,924,979,926,369,164,442,274,94,28.4,3200,4166,0,87,59,16,192,38225.0,,,,,2011
1600000US0616350,Corona,152111,75989,76122,11316,12247,13687,13083,11220,19838,25643,21220,7520,5149,7007,3193,988,32.0,65089,59182,8223,424,13715,1326,7743,79877.0,,,,,2011
1600000US0616378,Coronado,19423,10206,9217,1028,1039,1226,1177,1692,2156,2783,2718,1281,1095,1322,1174,732,40.5,2814,15117,379,26,545,44,988,93777.0,,,,,2011
1600000US0616420,Coronita,3117,1392,1725,72,327,174,255,255,480,427,547,71,17,206,152,134,34.9,1700,1151,75,0,96,0,182,75378.0,,,,,2011
1600000US0616434,Corralitos,2439,1228,1211,115,210,259,129,113,286,234,455,204,213,50,87,84,42.2,595,1785,19,0,25,0,30,78427.0,,,,,2011
1600000US0616462,Corte Madera,9191,4231,4960,472,838,501,354,209,688,1598,1585,775,754,564,564,289,44.2,337,7417,109,0,1161,0,334,106541.0,,,,,2011
1600000US0616532,Costa Mesa,109796,55513,54283,7660,6143,6045,7111,8715,21786,16934,15263,5918,4562,4984,3020,1655,33.6,38132,57427,1303,297,9374,731,4773,65471.0,,,,,2011
1600000US0616560,Cotati,7154,3414,3740,362,418,446,532,641,1106,883,1552,354,256,323,240,41,36.2,750,5806,88,0,318,0,384,62969.0,,,,,2011
1600000US0616580,Coto de Caza,14974,7436,7538,874,1249,1441,1602,409,816,2344,3328,971,847,689,369,35,40.4,911,12542,221,0,885,0,792,164385.0,,,,,2011
1600000US0616630,Cottonwood,3426,1761,1665,224,209,361,220,226,521,458,473,150,173,188,164,59,32.8,649,2594,14,105,0,0,128,47532.0,,,,,2011
1600000US0616644,Coultervillle,190,98,92,14,0,53,30,0,0,25,14,39,15,0,0,0,19.9,14,176,0,0,0,0,0,12351.0,,,,,2011
1600000US0616651,Country Club,9311,4565,4746,745,556,549,637,785,1320,912,1138,870,548,522,485,244,35.8,3389,4549,584,0,386,33,712,49716.0,,,,,2011
1600000US0616714,Courtland,484,324,160,20,0,11,42,11,12,239,11,25,0,60,23,30,42.6,391,79,0,0,14,0,0,46705.0,,,,,2011
1600000US0616728,Covelo,1473,659,814,101,106,42,90,171,204,107,235,70,83,135,85,44,39.1,167,736,7,510,50,0,6,27656.0,,,,,2011
1600000US0616742,Covina,47662,22948,24714,3431,3363,3438,3659,3477,6340,6651,7295,2712,2262,2507,1915,612,35.2,24664,15145,2093,47,4642,201,1691,67638.0,,,,,2011
1600000US0616762,Cowan,302,136,166,26,0,0,20,39,29,47,23,10,24,77,0,7,37.5,77,203,0,22,0,0,0,33594.0,,,,,2011
1600000US0617022,Crescent City,7673,5100,2573,415,455,526,338,627,1690,1267,1138,264,259,338,276,80,34.1,2128,3674,736,212,302,184,870,30058.0,,,,,2011
1600000US0617050,Crescent Mills,188,46,142,17,74,0,0,0,66,14,0,0,0,9,8,0,28.1,86,102,0,0,0,0,0,32448.0,,,,,2011
1600000US0617078,Cressey,614,320,294,18,27,55,99,80,63,96,71,31,7,58,8,1,26.9,391,205,0,0,4,0,14,75000.0,,,,,2011
1600000US0617106,Crest,2138,1108,1030,50,95,71,103,178,164,264,444,240,229,190,110,0,48.4,249,1857,0,0,18,0,28,84246.0,,,,,2011
1600000US0617162,Crestline,8743,4497,4246,447,712,530,712,380,871,1303,1270,670,658,711,410,69,41.7,1243,7081,106,31,73,0,418,51478.0,,,,,2011
1600000US0617204,Crestmore Heights,665,244,421,136,62,99,0,63,114,46,34,45,0,32,0,34,22.1,546,119,0,0,0,0,0,49395.0,,,,,2011
1600000US0617232,Creston,94,37,57,31,0,0,0,0,15,29,12,0,0,0,0,7,36.0,0,75,0,0,0,0,38,85357.0,,,,,2011
1600000US0617267,C-Road,126,64,62,0,0,0,68,0,0,8,20,10,20,0,0,0,18.9,0,126,0,0,0,0,0,73125.0,,,,,2011
1600000US0617274,Crockett,2921,1499,1422,97,122,155,179,82,263,465,570,327,207,192,200,62,45.8,341,2274,29,27,143,0,214,76023.0,,,,,2011
1600000US0617288,Cromberg,130,61,69,0,0,0,0,0,8,0,98,0,17,0,7,0,52.1,0,130,0,0,0,0,0,66250.0,,,,,2011
1600000US0617372,Crowley Lake,496,230,266,36,0,0,15,0,194,44,174,0,20,13,0,0,37.1,44,452,0,0,0,0,0,85299.0,,,,,2011
1600000US0617428,Crows Landing,425,308,117,33,31,31,42,32,41,138,18,0,0,24,25,10,35.0,321,104,0,0,0,0,0,70357.0,,,,,2011
1600000US0617498,Cudahy,23846,12112,11734,2152,2520,2529,2372,1800,3886,3707,2326,987,438,756,299,74,26.0,23063,353,129,9,101,0,244,39338.0,,,,,2011
1600000US0617568,Culver City,38899,18231,20668,2018,2328,2027,2022,1638,5450,7118,5662,2843,2230,2819,1872,872,40.8,9105,18070,4242,39,5666,25,3418,75596.0,,,,,2011
1600000US0617610,Cupertino,57459,27815,29644,3403,4708,4248,4226,1813,5668,10361,10221,3247,2606,3561,2342,1055,39.5,2467,18252,195,121,34780,122,2718,124825.0,,,,,2011
1600000US0617708,Cutler,4312,2141,2171,497,279,501,527,551,624,481,466,96,46,125,108,11,23.4,4201,30,0,0,81,0,0,32940.0,,,,,2011
