geoid,city,tot_pop,male,female,under_5,5_9,10_14,15_19,20_24,25_34,35_44,45_54,55_59,60_64,65_74,75_84,85_over,median_age,hispanic_latino,white,black,aian,asian,nhopi,other,median_income,insurance,private_insure,public_insure,no_insurance,year
1600000US0656140,Patton Village,575,240,335,69,29,45,4,45,94,68,22,14,86,14,56,29,35.2,27,447,60,16,6,0,26,47112.0,547.0,494.0,205.0,28.0,2015
1600000US0656182,Paxton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,2015
1600000US0656196,Paynes Creek,70,26,44,2,0,0,1,2,10,0,19,14,5,16,0,1,58.1,0,67,0,2,1,0,0,34643.0,62.0,23.0,49.0,8.0,2015
1600000US0656294,Pearsonville,25,12,13,0,0,0,0,0,0,0,0,0,17,0,0,8,64.1,0,25,0,0,0,0,0,,19.0,19.0,8.0,6.0,2015
1600000US0656476,Penngrove,2799,1432,1367,213,272,119,48,88,328,373,414,221,299,273,127,24,44.1,466,2022,99,0,25,0,374,74245.0,2630.0,2179.0,967.0,169.0,2015
1600000US0656518,Penn Valley,1843,946,897,27,65,112,63,468,0,163,214,115,273,181,162,0,50.6,134,1535,0,138,16,0,40,41487.0,1421.0,731.0,933.0,422.0,2015
1600000US0656546,Penryn,767,299,468,65,38,60,25,21,69,98,127,102,65,54,22,21,45.4,77,662,0,23,0,0,10,72063.0,742.0,635.0,182.0,25.0,2015
1600000US0656700,Perris,72547,36382,36165,6055,7410,7576,7002,6691,10261,9938,8720,3500,1692,2407,997,298,26.5,52940,7943,7969,88,2723,0,1617,49325.0,55681.0,27845.0,30173.0,16685.0,2015
1600000US0656756,Pescadero,1026,482,544,75,116,119,75,0,138,173,57,25,46,130,72,0,34.4,613,413,0,0,0,0,0,,950.0,359.0,668.0,76.0,2015
1600000US0656784,Petaluma,59340,28461,30879,3608,4339,3825,3506,2885,7299,7825,9075,4423,3971,5189,2231,1164,40.8,13020,40551,447,334,2897,15,3517,80276.0,53512.0,44736.0,15535.0,5373.0,2015
1600000US0656798,Peters,440,186,254,36,13,41,54,0,31,131,31,11,43,24,25,0,41.3,158,195,0,0,0,0,174,112679.0,440.0,440.0,60.0,0.0,2015
1600000US0656826,Phelan,13719,7515,6204,616,678,979,1149,1099,1312,1794,2450,1014,766,1355,444,63,40.9,3865,8605,644,0,428,58,238,52064.0,12164.0,7758.0,5345.0,1555.0,2015
1600000US0656854,Phillipsville,71,0,71,0,0,0,0,0,0,0,0,31,0,20,0,20,69.2,0,71,0,0,0,0,0,23750.0,40.0,20.0,40.0,31.0,2015
1600000US0656868,Philo,341,189,152,39,0,32,52,63,40,0,83,11,12,0,9,0,22.0,296,26,6,0,0,0,13,,261.0,105.0,167.0,64.0,2015
1600000US0656870,Phoenix Lake,4741,2273,2468,265,212,273,215,204,389,571,431,444,533,723,304,177,52.9,418,4194,49,39,28,13,0,75460.0,4406.0,3610.0,1945.0,335.0,2015
1600000US0656924,Pico Rivera,63839,31107,32732,4482,4280,4351,4629,4821,9265,8411,8075,3841,3242,4503,2865,1074,35.1,57855,3251,561,283,1631,12,469,55752.0,49454.0,32989.0,20110.0,13955.0,2015
1600000US0656938,Piedmont,11099,5327,5772,446,1098,1064,626,409,627,1235,1824,1135,872,1107,402,254,45.2,491,7870,95,18,2087,9,1058,208772.0,10995.0,10486.0,1883.0,104.0,2015
1600000US0657011,Pierpoint,25,12,13,0,0,0,0,0,0,0,0,0,0,25,0,0,,0,25,0,0,0,0,0,,25.0,25.0,25.0,0.0,2015
1600000US0657036,Pike,133,72,61,18,0,5,0,0,17,7,51,0,9,0,14,12,53.1,0,121,0,12,0,0,0,,122.0,97.0,63.0,11.0,2015
1600000US0657070,Pine Canyon,1866,942,924,99,113,115,105,215,120,289,279,86,143,219,69,14,39.5,1102,584,58,21,0,78,46,57424.0,1789.0,1098.0,875.0,70.0,2015
1600000US0657134,Pine Flat,143,74,69,6,0,5,6,5,0,5,25,22,9,40,10,10,57.8,0,131,0,0,0,0,24,21250.0,138.0,78.0,87.0,5.0,2015
1600000US0657148,Pine Grove,1578,679,899,22,28,73,51,158,18,114,158,117,224,402,159,54,62.1,123,1431,0,0,12,12,0,59375.0,1506.0,1134.0,834.0,72.0,2015
1600000US0657204,Pine Hills,3167,1472,1695,162,187,270,171,217,284,372,403,223,238,443,156,41,42.5,251,2533,11,12,174,0,372,60909.0,2882.0,2183.0,1179.0,285.0,2015
1600000US0657240,Pine Mountain Club,1774,864,910,23,61,91,228,62,198,178,351,118,74,181,149,60,47.1,120,1518,0,11,42,0,166,41765.0,1452.0,1116.0,606.0,322.0,2015
1600000US0657244,Pine Mountain Lake,2471,1239,1232,52,98,122,106,84,167,180,302,139,322,522,305,72,59.2,187,2160,0,8,23,0,186,53964.0,2218.0,1646.0,1274.0,253.0,2015
1600000US0657260,Pine Valley,1754,887,867,129,114,112,122,51,273,205,152,142,220,172,62,0,36.9,99,1539,0,42,40,0,68,100321.0,1582.0,1290.0,463.0,172.0,2015
1600000US0657288,Pinole,18922,8914,10008,912,1171,1114,815,903,3005,1816,2873,1108,1832,1840,999,534,43.5,4524,6337,2226,69,4401,0,2670,72149.0,17308.0,13874.0,6366.0,1594.0,2015
1600000US0657302,Pinon Hills,6969,3619,3350,199,336,319,416,607,409,713,1428,845,454,655,454,134,49.9,2026,4675,38,40,94,0,192,44984.0,5931.0,3845.0,2652.0,1038.0,2015
1600000US0657330,Pioneer,1090,633,457,59,60,16,63,29,82,32,139,132,185,206,41,46,57.9,153,827,5,83,0,0,44,46429.0,946.0,782.0,356.0,140.0,2015
1600000US0657372,Piru,2061,1042,1019,187,108,186,150,208,264,204,286,105,123,146,73,21,32.9,1799,250,0,3,4,0,10,47125.0,1801.0,1266.0,682.0,260.0,2015
1600000US0657414,Pismo Beach,7890,3598,4292,438,343,417,151,534,1000,662,972,740,676,1067,567,323,51.0,423,7003,121,15,137,0,382,73355.0,7299.0,5904.0,3053.0,579.0,2015
1600000US0657456,Pittsburg,66947,31997,34950,4893,5096,4462,4495,5435,10105,9402,9031,4051,3137,4000,1995,845,34.1,27306,12475,11456,133,10759,976,7414,60777.0,57163.0,40079.0,22903.0,9586.0,2015
1600000US0657512,Pixley,3584,1612,1972,357,457,535,283,333,403,510,210,135,117,188,37,19,21.9,2989,433,96,0,66,0,0,27917.0,2521.0,444.0,2153.0,1063.0,2015
1600000US0657526,Placentia,52123,25790,26333,3327,3429,3389,3599,3991,6939,7026,7389,3290,2351,4092,2204,1097,37.0,19884,21637,599,24,8628,29,2521,79598.0,45193.0,34947.0,14430.0,6764.0,2015
1600000US0657540,Placerville,10471,5035,5436,619,741,606,422,708,1353,1419,1442,527,851,874,466,443,40.4,1696,8248,40,108,93,0,572,45788.0,8890.0,5814.0,4568.0,1090.0,2015
1600000US0657568,Plainview,1072,499,573,105,153,117,101,101,163,117,83,49,26,26,20,11,22.6,1026,46,0,0,0,0,0,25568.0,832.0,140.0,717.0,240.0,2015
1600000US0657582,Planada,4392,2363,2029,371,263,353,551,436,446,570,717,145,148,114,230,48,27.9,4213,141,38,0,0,0,0,35139.0,3594.0,1104.0,2729.0,798.0,2015
1600000US0657764,Pleasant Hill,34155,15998,18157,1928,1911,1660,1784,2714,4778,4695,4993,2476,2225,2819,1050,1122,39.8,4977,22127,527,86,4679,128,3239,81226.0,31744.0,28402.0,7684.0,2057.0,2015
1600000US0657792,Pleasanton,75009,36730,38279,3729,5344,6573,5806,3269,6748,10596,14235,5204,3745,5680,2955,1125,41.3,7600,42307,1274,85,20592,334,5553,124759.0,71021.0,65522.0,12683.0,3828.0,2015
1600000US0657825,Pleasure Point,5952,3143,2809,356,244,259,223,497,942,815,1070,301,571,394,221,59,39.9,1325,4263,21,0,171,41,262,54621.0,5368.0,4057.0,1984.0,584.0,2015
1600000US0657828,Plumas Eureka,280,134,146,0,0,5,0,0,6,16,52,33,52,81,26,9,63.3,0,280,0,0,0,0,0,62813.0,267.0,220.0,140.0,13.0,2015
1600000US0657829,Plumas Lake,6548,3349,3199,755,550,629,397,273,1387,967,684,187,304,262,111,42,31.2,1221,3991,418,30,407,10,923,79094.0,5924.0,5180.0,1362.0,448.0,2015
1600000US0657834,Plymouth,842,399,443,51,83,45,63,43,110,104,157,46,40,71,29,0,38.4,160,648,9,15,0,0,20,44844.0,724.0,460.0,323.0,118.0,2015
1600000US0657876,Point Arena,391,207,184,5,15,40,42,25,28,70,61,33,16,31,16,9,41.9,153,234,0,4,0,0,0,28365.0,332.0,182.0,179.0,59.0,2015
1600000US0657960,Point Reyes Station,600,252,348,9,29,28,0,17,14,97,57,45,26,150,83,45,60.6,58,520,0,0,22,0,0,30978.0,550.0,415.0,307.0,45.0,2015
1600000US0658030,Pollock Pines,6797,3085,3712,405,305,364,438,444,821,502,1407,710,461,577,273,90,45.8,513,5894,0,112,19,100,304,53621.0,6218.0,4358.0,2830.0,579.0,2015
1600000US0658072,Pomona,151753,74780,76973,11208,11153,10917,13312,15072,22605,20520,18560,8235,6679,7328,4255,1909,30.9,105397,19349,9680,450,13991,457,4481,49186.0,117816.0,68798.0,54694.0,32201.0,2015
1600000US0658134,Ponderosa,87,45,42,0,0,0,0,0,0,0,0,0,0,42,45,0,,0,87,0,0,0,0,0,,87.0,87.0,87.0,0.0,2015
1600000US0658191,Poplar-Cotton Center,2654,1418,1236,186,132,274,323,287,288,308,388,99,120,140,100,9,30.5,1834,321,0,0,452,0,94,21627.0,2279.0,487.0,1900.0,372.0,2015
1600000US0658226,Port Costa,311,207,104,0,0,0,12,24,54,11,42,69,24,75,0,0,57.3,0,311,0,0,0,0,0,94837.0,268.0,245.0,109.0,43.0,2015
1600000US0658240,Porterville,55218,27527,27691,5320,5575,4889,4526,4133,8051,6732,5858,2123,2223,3070,1781,937,29.0,36335,14840,413,146,2745,80,1302,38456.0,44774.0,22791.0,25691.0,9542.0,2015
1600000US0658296,Port Hueneme,22058,10957,11101,1776,1423,1301,1633,1945,3981,2417,2666,1331,964,1372,894,355,31.7,12147,6390,983,87,1251,153,2094,57848.0,17318.0,12552.0,6570.0,3577.0,2015
1600000US0658352,Portola,2454,1245,1209,132,150,92,227,134,284,267,397,165,171,279,100,56,43.0,492,1734,23,52,67,29,114,33098.0,1887.0,979.0,1190.0,532.0,2015
1600000US0658380,Portola Valley,4515,2242,2273,136,165,259,295,66,296,237,775,420,412,593,496,365,55.3,114,3938,15,0,287,0,322,185234.0,4402.0,4074.0,1503.0,77.0,2015
1600000US0658422,Posey,8,4,4,0,0,0,0,0,0,0,0,2,2,4,0,0,66.0,0,6,0,0,0,0,4,,8.0,4.0,8.0,0.0,2015
1600000US0658436,Poso Park,6,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,,0,6,0,0,0,0,0,,6.0,6.0,6.0,0.0,2015
1600000US0658478,Potrero,819,431,388,10,159,154,82,0,22,172,141,15,0,29,18,17,32.5,682,137,0,0,0,0,0,27375.0,725.0,373.0,497.0,94.0,2015
1600000US0658506,Potter Valley,520,269,251,37,45,40,0,0,95,69,69,19,52,67,11,16,39.3,58,457,0,0,0,0,10,76591.0,380.0,263.0,167.0,140.0,2015
1600000US0658520,Poway,49484,24323,25161,3235,3172,3146,3834,3006,5191,6649,7358,3737,3059,4227,1897,973,40.1,9045,31929,691,261,5498,26,4060,95815.0,45697.0,38945.0,11893.0,3034.0,2015
1600000US0658618,Prattville,10,5,5,0,0,0,0,0,0,0,0,0,0,10,0,0,,0,10,0,0,0,0,0,,10.0,10.0,10.0,0.0,2015
1600000US0658758,Princeton,198,121,77,4,0,11,5,14,30,12,37,20,15,29,10,11,54.2,73,125,0,0,0,0,0,46944.0,166.0,92.0,100.0,32.0,2015
1600000US0658814,Proberta,247,128,119,28,0,0,0,18,34,9,0,71,46,33,8,0,56.0,11,236,0,0,0,0,0,,229.0,143.0,127.0,18.0,2015
1600000US0658870,Prunedale,18932,9331,9601,1129,947,1359,1645,1422,2038,2367,3102,1454,1127,1385,701,256,39.1,9671,7590,179,24,685,114,1241,70017.0,15255.0,11664.0,5590.0,3655.0,2015
1600000US0659052,Quartz Hill,10619,5557,5062,595,658,794,887,849,1201,1147,1727,909,590,626,402,234,39.4,3695,5848,666,8,227,0,350,54245.0,8941.0,6759.0,3352.0,1678.0,2015
1600000US0659080,Quincy,1543,811,732,20,35,84,127,77,106,175,287,86,116,167,174,89,49.7,116,1337,35,11,0,0,88,45347.0,1402.0,929.0,684.0,84.0,2015
1600000US0659115,Rackerby,96,48,48,10,0,2,9,8,4,18,10,7,0,18,0,10,43.5,4,92,0,0,0,0,0,,87.0,62.0,52.0,9.0,2015
1600000US0659220,Rail Road Flat,349,181,168,15,11,10,0,0,29,28,16,30,22,145,33,10,65.2,47,276,3,0,0,0,46,32688.0,314.0,178.0,264.0,35.0,2015
1600000US0659248,Rainbow,1613,790,823,60,48,63,68,87,224,151,265,177,102,215,119,34,49.4,548,938,18,17,29,35,56,68125.0,1317.0,1000.0,613.0,175.0,2015
1600000US0659290,Raisin City,234,121,113,27,20,29,10,4,29,48,5,27,4,6,2,23,34.5,224,10,0,0,0,0,0,,214.0,36.0,193.0,20.0,2015
1600000US0659346,Ramona,21824,10772,11052,1371,1536,1464,1693,1419,2907,2475,3093,2004,1539,1142,848,333,36.6,6223,13912,402,76,387,110,1428,63623.0,17579.0,12559.0,6675.0,4155.0,2015
1600000US0659426,Rancho Calaveras,6023,3288,2735,185,439,433,520,227,526,702,1023,546,455,699,240,28,44.8,923,4284,105,54,18,0,1278,56406.0,5622.0,4470.0,2193.0,401.0,2015
1600000US0659444,Rancho Cordova,68326,33260,35066,5374,4557,4811,4145,4776,11309,9596,8814,3813,3351,4273,2612,895,34.3,13632,35342,6526,238,7677,742,8011,52530.0,59470.0,41340.0,25861.0,8591.0,2015
1600000US0659451,Rancho Cucamonga,171858,86336,85522,10144,10440,12539,13521,13432,24571,24716,25295,11336,8945,10523,4526,1870,35.5,61568,67844,14559,434,21520,370,10900,77396.0,151776.0,126542.0,35773.0,17091.0,2015
1600000US0659500,Rancho Mirage,17770,8915,8855,203,464,691,442,436,539,1418,2272,1267,1450,3890,3532,1166,64.0,1486,15120,238,69,573,25,514,66086.0,16527.0,12328.0,9713.0,1165.0,2015
1600000US0659506,Rancho Murieta,5563,2721,2842,257,274,315,321,109,357,606,751,398,592,1120,317,146,51.5,383,4492,124,136,227,13,328,105049.0,5389.0,4988.0,1981.0,174.0,2015
1600000US0659514,Rancho Palos Verdes,42464,20241,22223,1412,2540,3102,2923,1428,2471,4478,7453,3071,2809,5092,3975,1710,49.5,3862,23243,1174,65,11646,312,4117,118780.0,40569.0,36453.0,11492.0,1842.0,2015
1600000US0659550,Rancho San Diego,22062,10920,11142,798,841,1691,1724,1599,2470,2694,2942,1814,1767,1901,1294,527,42.8,4485,14669,574,23,867,30,2813,80751.0,20335.0,17140.0,6249.0,1588.0,2015
1600000US0659584,Rancho Santa Fe,2936,1396,1540,0,239,228,253,180,113,206,655,295,119,388,197,63,50.1,255,2511,0,0,100,0,140,111250.0,2619.0,2297.0,763.0,299.0,2015
1600000US0659587,Rancho Santa Margarita,49026,24293,24733,3280,3289,4079,3709,3002,5964,7104,9481,3804,1928,1906,1135,345,36.7,9198,32416,870,19,5033,89,2716,105328.0,45467.0,40810.0,7184.0,3546.0,2015
1600000US0659604,Rancho Tehama Reserve,2156,959,1197,69,101,136,315,125,223,291,384,184,96,122,84,26,41.1,725,1278,0,40,0,0,226,27039.0,1659.0,463.0,1471.0,497.0,2015
1600000US0659668,Randsburg,140,84,56,0,0,0,0,0,0,0,24,6,0,92,18,0,68.2,38,102,0,0,0,0,0,26842.0,140.0,51.0,107.0,0.0,2015
1600000US0659892,Red Bluff,14065,6406,7659,1126,1140,988,768,818,1691,2006,1823,779,561,1132,858,375,37.9,2510,10304,54,308,467,0,844,31239.0,11996.0,6024.0,7622.0,1749.0,2015
1600000US0659896,Red Corral,1713,909,804,67,83,95,200,100,152,214,199,113,178,156,136,20,42.1,300,1329,26,9,10,3,72,66125.0,1466.0,927.0,797.0,166.0,2015
1600000US0659906,Redcrest,50,17,33,0,0,0,0,0,0,0,7,18,9,0,4,12,58.5,0,45,0,5,0,0,0,27250.0,25.0,25.0,20.0,25.0,2015
1600000US0659920,Redding,91063,44255,46808,5397,6273,5044,5902,7252,12407,9603,11101,5630,5799,8806,5313,2536,38.3,8347,72076,1329,1800,3692,138,7307,43341.0,78025.0,51552.0,39384.0,11949.0,2015
1600000US0659962,Redlands,70186,33807,36379,4742,4374,4780,5686,5508,9554,8004,8817,4707,4094,5428,2969,1523,35.6,20525,37297,4353,315,5247,403,3864,65212.0,62654.0,48355.0,21192.0,6955.0,2015
1600000US0660018,Redondo Beach,67695,33519,34176,4639,4184,3411,2855,2852,10237,12369,11504,4470,3517,4586,2134,937,40.0,11662,41602,1989,145,8373,82,7296,105145.0,62877.0,56543.0,11284.0,4634.0,2015
1600000US0660088,Redway,1031,449,582,63,0,67,97,0,112,192,97,144,127,132,0,0,44.6,146,885,0,0,0,0,0,37778.0,778.0,435.0,529.0,253.0,2015
1600000US0660102,Redwood City,81342,40576,40766,5874,5685,5057,4620,4154,13199,12711,11922,4953,3747,5654,2384,1382,36.7,31373,35329,1777,70,10007,380,4719,84934.0,71065.0,57248.0,20851.0,9265.0,2015
1600000US0660214,Redwood Valley,2372,1294,1078,77,93,158,430,81,167,400,298,505,71,14,78,0,38.0,470,1641,0,24,0,0,474,79321.0,1962.0,1392.0,735.0,410.0,2015
1600000US0660242,Reedley,25092,12443,12649,2300,2007,2034,2155,2054,3481,2910,2870,1439,1050,1313,1015,464,30.7,19174,4706,125,9,664,1,815,44228.0,19822.0,10601.0,11303.0,5133.0,2015
1600000US0660279,Reliez Valley,3656,1740,1916,84,67,295,198,24,184,498,643,388,260,476,313,226,52.5,221,2577,165,0,547,0,256,133750.0,3362.0,3097.0,996.0,294.0,2015
1600000US0660466,Rialto,102018,50540,51478,8682,8138,9341,9154,9040,14833,13695,12328,4894,3998,4854,2351,710,28.9,73824,10548,12225,173,2422,795,3612,50971.0,80884.0,43970.0,41931.0,20891.0,2015
1600000US0660592,Richfield,214,117,97,4,17,12,21,18,12,23,48,4,0,33,19,3,45.0,5,196,0,0,0,10,6,45938.0,184.0,149.0,87.0,30.0,2015
1600000US0660606,Richgrove,2972,1527,1445,286,395,280,330,291,334,385,341,130,70,88,18,24,23.3,2785,19,0,0,143,0,50,28333.0,2208.0,624.0,1639.0,764.0,2015
1600000US0660620,Richmond,107597,52044,55553,7738,7196,6758,6153,8383,17291,15177,14146,6783,6004,7119,3448,1401,35.2,43691,19152,23517,237,15377,706,9214,55102.0,88103.0,58664.0,39243.0,18517.0,2015
1600000US0660662,Richvale,111,67,44,0,0,0,0,0,0,13,12,27,24,11,24,0,62.3,0,99,0,0,0,0,24,79018.0,98.0,86.0,47.0,13.0,2015
1600000US0660704,Ridgecrest,28489,14603,13886,1932,2448,2215,1736,1839,3892,3527,4043,1817,1279,1897,1370,494,35.4,5246,18774,1205,156,1940,29,2278,59936.0,25164.0,19646.0,9457.0,2738.0,2015
1600000US0660706,Ridgemark,3499,1764,1735,80,131,300,261,208,248,336,622,242,277,439,224,131,48.5,845,2495,29,3,72,0,110,101587.0,3405.0,3004.0,1050.0,94.0,2015
1600000US0660900,Rio Dell,3385,1739,1646,255,191,194,118,180,537,474,491,161,221,358,138,67,41.4,334,2770,6,168,13,13,162,38400.0,2960.0,1579.0,1732.0,425.0,2015
1600000US0660928,Rio del Mar,8964,4252,4712,183,391,580,513,340,677,826,1392,1047,954,1321,444,296,53.1,689,7553,113,46,319,0,488,95813.0,8505.0,7466.0,2707.0,449.0,2015
1600000US0660942,Rio Linda,14688,7361,7327,972,1036,1037,1196,820,1747,1774,2514,1125,784,990,531,162,38.3,2661,9474,479,34,1707,9,648,52500.0,12905.0,9003.0,5483.0,1783.0,2015
1600000US0660970,Rio Oso,491,223,268,36,70,35,10,26,115,48,26,41,37,16,25,6,32.2,110,329,0,0,35,5,24,70357.0,464.0,335.0,165.0,27.0,2015
1600000US0660984,Rio Vista,7826,3758,4068,256,167,276,217,478,615,474,748,685,788,1865,1006,251,60.0,716,5646,544,0,758,18,271,62079.0,6739.0,5476.0,4068.0,1087.0,2015
1600000US0661012,Ripley,601,315,286,78,92,24,38,59,65,65,19,45,14,86,5,11,26.4,562,34,5,0,0,0,0,16016.0,503.0,148.0,376.0,98.0,2015
1600000US0661026,Ripon,14801,6893,7908,740,1201,1244,1100,944,1624,2075,2327,852,763,1030,493,408,37.2,3279,10705,68,41,366,0,672,80734.0,13757.0,11592.0,3650.0,953.0,2015
1600000US0661068,Riverbank,23564,11440,12124,2005,1926,1913,1742,1573,3823,3396,2858,1030,990,1370,719,219,31.6,12731,9000,311,100,843,114,897,60017.0,20455.0,14372.0,7844.0,3035.0,2015
1600000US0661096,Riverdale,4081,2084,1997,472,493,336,265,401,693,390,187,249,151,270,105,69,26.7,3161,841,72,7,0,0,0,48490.0,3187.0,1478.0,1994.0,894.0,2015
1600000US0661106,Riverdale Park,1023,577,446,69,55,27,29,141,213,50,88,91,140,103,0,17,31.9,467,490,0,27,39,0,0,35000.0,784.0,223.0,659.0,239.0,2015
1600000US0661124,River Pines,284,94,190,47,0,0,0,31,31,25,109,0,11,0,30,0,45.2,117,111,0,56,0,0,0,49750.0,259.0,167.0,148.0,25.0,2015
1600000US0662000,Riverside,316335,156817,159518,21480,22048,22237,28129,33882,47669,39351,40183,16568,13754,17226,9770,4038,31.1,163988,100583,17461,1504,22008,863,19135,57196.0,259870.0,180805.0,98469.0,54029.0,2015
1600000US0662168,Robbins,334,217,117,36,0,15,9,21,35,17,98,30,38,28,0,7,47.9,185,107,0,0,0,10,64,27583.0,231.0,159.0,95.0,103.0,2015
1600000US0662200,Robinson Mill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,2015
1600000US0662364,Rocklin,59727,28890,30837,3261,4720,4556,5088,3349,7148,8733,9363,3809,3025,3540,2027,1108,36.8,7852,42140,1009,421,5177,23,6129,80177.0,55257.0,49504.0,12141.0,4147.0,2015
1600000US0662490,Rodeo,9724,4335,5389,613,668,473,487,873,1569,1038,1159,795,680,783,335,251,36.9,2218,3098,1240,127,2316,0,1221,64089.0,8662.0,6134.0,3588.0,1062.0,2015
1600000US0662496,Rodriguez Camp,153,67,86,26,26,13,14,13,14,21,20,0,0,6,0,0,17.6,153,0,0,0,0,0,0,,126.0,45.0,119.0,27.0,2015
1600000US0662546,Rohnert Park,41651,19221,22430,2813,1960,2026,2548,5797,6595,4684,5917,2752,2108,2381,1293,777,33.4,10035,26387,615,92,2380,106,4016,58317.0,36355.0,29956.0,10977.0,5174.0,2015
1600000US0662602,Rolling Hills,1820,893,927,32,101,144,116,66,71,154,229,166,163,309,193,76,54.6,95,1317,13,4,335,0,107,216458.0,1745.0,1500.0,584.0,75.0,2015
1600000US0662625,Rolling Hills,816,392,424,49,41,58,24,10,70,51,79,71,87,235,24,17,55.7,77,697,0,0,42,0,0,96442.0,765.0,654.0,351.0,36.0,2015
1600000US0662644,Rolling Hills Estates,8188,3997,4191,312,472,655,497,281,353,740,1565,628,519,1053,900,213,50.1,785,4418,288,26,2344,0,643,137500.0,7840.0,6837.0,2294.0,348.0,2015
1600000US0662700,Rollingwood,2847,1332,1515,195,273,157,153,201,528,451,254,162,146,171,93,63,33.5,1817,416,73,0,477,0,128,50329.0,2445.0,1485.0,1245.0,379.0,2015
1600000US0662756,Romoland,1778,911,867,79,101,189,150,253,427,180,145,140,45,35,27,7,25.7,834,905,9,0,0,0,30,,876.0,366.0,543.0,902.0,2015
1600000US0662826,Rosamond,19540,9974,9566,1656,1333,1596,1631,1766,2792,2472,2792,985,737,1192,500,88,31.7,7043,8407,2150,122,707,32,2141,58265.0,16492.0,11951.0,6483.0,2913.0,2015
1600000US0662854,Rosedale,15509,8118,7391,972,1187,1066,1088,1162,1625,1970,2485,1394,853,1281,351,75,38.6,3191,11335,85,98,594,0,412,114379.0,14840.0,13445.0,2880.0,650.0,2015
1600000US0662860,Rose Hills,3205,1602,1603,124,84,275,198,236,399,473,475,129,321,390,82,19,41.6,1927,701,13,11,464,0,161,105174.0,2889.0,2391.0,853.0,316.0,2015
1600000US0662868,Roseland,5594,3056,2538,479,285,299,431,648,779,839,672,346,431,257,73,55,33.1,3080,1960,87,110,150,0,414,50950.0,4523.0,2985.0,1917.0,1071.0,2015
1600000US0662896,Rosemead,54615,27016,27599,2629,2832,3314,3726,3585,7100,7595,8930,3929,3122,4327,2418,1108,40.5,18000,2488,85,83,33373,127,892,44906.0,43324.0,23560.0,22019.0,11030.0,2015
1600000US0662910,Rosemont,23515,11376,12139,1278,1404,1590,1835,1979,3885,3156,2892,1441,1425,1623,649,358,34.4,5038,11480,2613,19,2841,160,2633,56356.0,20129.0,15715.0,6958.0,3168.0,2015
1600000US0662938,Roseville,126327,59713,66614,7948,8985,8820,9003,7345,16224,17635,17595,7862,6187,9844,6174,2705,38.0,18926,88180,2049,168,11763,292,9738,75867.0,115473.0,99908.0,30865.0,10142.0,2015
1600000US0662980,Ross,2306,1146,1160,163,178,247,116,76,110,253,370,166,215,205,153,54,45.5,142,2022,0,0,59,51,64,192188.0,2264.0,2133.0,475.0,42.0,2015
1600000US0663050,Rossmoor,10461,5043,5418,594,501,754,714,616,709,1110,2031,628,738,916,763,387,46.4,1061,7834,14,20,1159,17,712,114677.0,9976.0,8984.0,2459.0,475.0,2015
1600000US0663106,Rough and Ready,1581,962,619,133,72,119,33,148,277,141,197,27,99,169,113,53,36.3,338,923,3,179,0,0,276,43958.0,1191.0,623.0,790.0,390.0,2015
1600000US0663134,Round Mountain,113,50,63,0,0,0,0,40,0,0,25,0,3,28,17,0,51.1,0,69,4,40,0,0,0,,62.0,32.0,45.0,51.0,2015
1600000US0663148,Round Valley,485,338,147,3,3,4,4,51,121,61,80,77,30,33,10,8,41.6,113,245,65,33,12,10,14,50357.0,229.0,161.0,82.0,31.0,2015
1600000US0663168,Rouse,1820,932,888,217,180,95,170,219,187,183,278,79,65,91,56,0,25.6,1459,195,0,0,112,54,0,28333.0,1323.0,415.0,1079.0,497.0,2015
1600000US0663218,Rowland Heights,50440,25386,25054,2309,2416,2389,3102,3615,7298,6492,7208,3675,3795,4884,2299,958,41.2,14934,5461,407,213,28634,87,1386,59534.0,40391.0,28330.0,14874.0,10001.0,2015
1600000US0663316,Running Springs,4793,2362,2431,322,287,298,311,286,540,644,667,485,354,361,140,98,41.1,670,3814,120,46,66,0,154,60109.0,4124.0,3333.0,1193.0,669.0,2015
1600000US0663386,Ruth,108,57,51,18,0,0,0,0,6,8,0,12,19,33,8,4,62.4,0,108,0,0,0,0,0,15781.0,108.0,54.0,71.0,0.0,2015
1600000US0663400,Rutherford,232,125,107,26,6,0,28,34,48,0,0,36,21,7,26,0,26.0,78,154,0,0,0,0,0,61442.0,181.0,149.0,59.0,51.0,2015
1600000US0664000,Sacramento,480566,233137,247429,33582,33416,29425,30672,38889,82151,62737,59903,28662,24616,31260,16726,8527,34.0,134951,160778,63305,1751,87620,7160,48378,50739.0,412968.0,280949.0,176795.0,63424.0,2015
1600000US0664140,St. Helena,5943,2831,3112,345,288,344,318,294,523,815,788,437,403,859,359,170,45.9,1676,3812,88,0,229,11,254,85083.0,5382.0,4327.0,2161.0,561.0,2015
1600000US0664210,Salida,13501,7079,6422,828,828,1498,1394,846,1957,2165,1716,726,433,890,203,17,30.6,6314,6000,161,74,670,0,548,69033.0,12169.0,9463.0,3629.0,1291.0,2015
