city,enrollment,vaccinated,s_year,vac_pct,geoid
Hydesville,20.0,19.0,2018,95.0,1600000US0636126
Idyllwild-Pine Cove,76.0,69.0,2018,90.78947368421053,1600000US0636203
Imperial,924.0,907.0,2018,98.16017316017316,1600000US0636280
Imperial Beach,1142.0,1111.0,2018,97.28546409807356,1600000US0636294
Indian Wells,149.0,147.0,2018,98.65771812080537,1600000US0636434
Indio,3277.0,3195.0,2018,97.49771132133048,1600000US0636448
Industry,283.0,275.0,2018,97.1731448763251,1600000US0636490
Inglewood,4152.0,3836.0,2018,92.38921001926782,1600000US0636546
Interlaken,20.0,19.0,2018,95.0,1600000US0636613
Inyokern,32.0,29.0,2018,90.625,1600000US0636658
Ione,90.0,87.0,2018,96.66666666666667,1600000US0636672
Irvine,11542.0,11175.0,2018,96.82030843874546,1600000US0636770
Isleton,45.0,41.0,2018,91.11111111111111,1600000US0636882
Ivanhoe,194.0,186.0,2018,95.87628865979381,1600000US0636910
Jackson,459.0,441.0,2018,96.07843137254902,1600000US0636980
Jamestown,167.0,130.0,2018,77.84431137724552,1600000US0637106
Jamul,233.0,210.0,2018,90.12875536480686,1600000US0637120
Janesville,86.0,80.0,2018,93.02325581395348,1600000US0637134
Joshua Tree,110.0,98.0,2018,89.0909090909091,1600000US0637554
Julian,665.0,501.0,2018,75.33834586466165,1600000US0637582
Jurupa Valley,3835.0,3729.0,2018,97.23598435462843,1600000US0637692
Kelseyville,358.0,341.0,2018,95.25139664804469,1600000US0638044
Kensington,299.0,284.0,2018,94.98327759197325,1600000US0638086
Kentfield,430.0,422.0,2018,98.13953488372093,1600000US0638114
Kenwood,20.0,19.0,2018,95.0,1600000US0638156
Kerman,1158.0,1138.0,2018,98.27288428324698,1600000US0638226
Kernville,21.0,19.0,2018,90.47619047619048,1600000US0638310
Kettleman City,93.0,86.0,2018,92.47311827956989,1600000US0638394
Keyes,208.0,200.0,2018,96.15384615384616,1600000US0638422
King City,917.0,895.0,2018,97.60087241003271,1600000US0638520
Kings Beach,159.0,153.0,2018,96.22641509433963,1600000US0638548
Kingsburg,912.0,881.0,2018,96.60087719298247,1600000US0638562
Knights Landing,59.0,57.0,2018,96.61016949152543,1600000US0638800
Knightsen,128.0,125.0,2018,97.65625,1600000US0638772
La Canada Flintridge,1792.0,1720.0,2018,95.98214285714286,1600000US0639003
La Crescenta-Montrose,2097.0,2034.0,2018,96.99570815450643,1600000US0639045
La Habra,2044.0,1977.0,2018,96.72211350293543,1600000US0639290
La Habra Heights,104.0,100.0,2018,96.15384615384616,1600000US0639304
La Mesa,3388.0,3199.0,2018,94.42148760330579,1600000US0640004
La Mirada,1700.0,1631.0,2018,95.94117647058825,1600000US0640032
La Palma,983.0,960.0,2018,97.66022380467956,1600000US0640256
La Puente,3361.0,3250.0,2018,96.69741148467718,1600000US0640340
La Quinta,959.0,936.0,2018,97.60166840458811,1600000US0640354
La Selva Beach,32.0,30.0,2018,93.75,1600000US0640508
La Verne,605.0,585.0,2018,96.69421487603306,1600000US0640830
Ladera Ranch,1397.0,1352.0,2018,96.77881173944166,1600000US0639114
Lafayette,1736.0,1679.0,2018,96.71658986175116,1600000US0639122
Laguna Beach,931.0,870.0,2018,93.44790547798067,1600000US0639178
Laguna Hills,487.0,466.0,2018,95.68788501026694,1600000US0639220
Laguna Niguel,2380.0,2254.0,2018,94.70588235294117,1600000US0639248
Laguna Woods,67.0,64.0,2018,95.52238805970148,1600000US0639259
Lake Arrowhead,369.0,359.0,2018,97.289972899729,1600000US0639444
Lake Elsinore,2986.0,2922.0,2018,97.85666443402545,1600000US0639486
Lake Forest,3054.0,2916.0,2018,95.48133595284872,1600000US0639496
Lake Hughes,56.0,52.0,2018,92.85714285714286,1600000US0639556
Lake Isabella,299.0,287.0,2018,95.9866220735786,1600000US0639570
Lakeport,335.0,316.0,2018,94.32835820895522,1600000US0639710
Lakeside,1827.0,1739.0,2018,95.18336070060208,1600000US0639766
Lakewood,2637.0,2560.0,2018,97.08001516875237,1600000US0639892
Lamont,674.0,650.0,2018,96.43916913946587,1600000US0640088
Lancaster,7784.0,7564.0,2018,97.17368961973278,1600000US0640130
Larkspur,457.0,438.0,2018,95.84245076586433,1600000US0640438
Las Flores (Orange County),338.0,330.0,2018,97.63313609467455,1600000US0640526
Lathrop,1058.0,1029.0,2018,97.25897920604915,1600000US0640704
Laton,171.0,165.0,2018,96.49122807017544,1600000US0640746
Lawndale,1768.0,1722.0,2018,97.39819004524887,1600000US0640886
Laytonville,112.0,101.0,2018,90.17857142857143,1600000US0640928
Le Grand,98.0,86.0,2018,87.75510204081633,1600000US0641040
Lebec,101.0,96.0,2018,95.04950495049505,1600000US0640956
Lemon Cove,70.0,66.0,2018,94.28571428571428,1600000US0641110
Lemon Grove,1144.0,1106.0,2018,96.67832167832168,1600000US0641124
Lemoore,1316.0,1267.0,2018,96.27659574468085,1600000US0641152
Lemoore Station,358.0,348.0,2018,97.20670391061452,1600000US0641166
Lennox,1927.0,1834.0,2018,95.17384535547482,1600000US0641180
Lenwood,97.0,93.0,2018,95.87628865979381,1600000US0641194
Lincoln,1775.0,1588.0,2018,89.46478873239437,1600000US0641474
Linden,99.0,97.0,2018,97.97979797979798,1600000US0641670
Lindsay,1008.0,972.0,2018,96.42857142857143,1600000US0641712
Littlerock,318.0,306.0,2018,96.22641509433963,1600000US0641880
Live Oak,958.0,818.0,2018,85.38622129436325,1600000US0641922
