county,enrollment,vaccinated,school_year,year,vac_pct,GEO.id,tot_pop,male,male_pct,female,female_pct,under_5,under_5_pct,5_9,5_9_pct,10_14,10_14_pct,15_19,15_19_pct,20_24,20_24_pct,25_34,25_34_pct,35_44,35_44_pct,45_54,45_54_pct,55_59,55_59_pct,60_64,60_64_pct,65_74,65_74_pct,75_84,75_84_pct,85_over,85_over_pct,median_age,median_age_pct,hispanic_latino,hispanic_latino_pct,mexican,mexican_pct,white,white_pct,black,black_pct,aian,aian_pct,asian,asian_pct,nhopi,nhopi_pct,other,other_pct,GEO.id2_y,median_income,insurance,insurance_pct,private_insure,private_insure_pct,public_insure,public_insure_pct,no_insurance,no_insurance_pct,hs_degree_pct,bachelor_degree_pct
Placer,16361.0,15455.0,2017-2018,2018,94.46244117107756,0500000US06061,370571,180790,48.8,189781,51.2,20139,5.4,23948,6.5,25316,6.8,24324,6.6,20246,5.5,40974,11.1,47307,12.8,53166,14.3,25819,7.0,23153,6.2,37347,10.1,20143,5.4,8689,2.3,41.5,,49904,13.5,,,275220,74.3,5162,1.4,1252,0.3,24485,6.6,529,0.1,27703,7.5,6061,76926,339479,92.3,289002,78.6,106331,28.9,28326,7.7,94.2,36.9
Plumas,451.0,411.0,2017-2018,2018,91.13082039911308,0500000US06063,18754,9484,50.6,9270,49.4,876,4.7,942,5.0,750,4.0,925,4.9,762,4.1,1793,9.6,1900,10.1,2428,12.9,1745,9.3,1960,10.5,2952,15.7,1226,6.5,495,2.6,51.7,,1578,8.4,,,15697,83.7,26,0.1,352,1.9,171,0.9,190,1.0,1389,7.5,6063,50125,16689,89.7,11850,63.7,8592,46.2,1908,10.3,91.9,21.9
Riverside,91203.0,88505.0,2017-2018,2018,97.04176397706216,0500000US06065,2323892,1156126,49.7,1167766,50.3,157562,6.8,171118,7.4,175355,7.5,179233,7.7,171728,7.4,313835,13.5,297470,12.8,302022,13.0,133322,5.7,115755,5.0,172853,7.4,95996,4.1,37643,1.6,34.8,,1102968,47.5,,,865631,37.2,137779,5.9,9407,0.4,139108,6.0,6262,0.3,121725,5.2,6065,57972,1963426,85.3,1302330,56.6,857100,37.2,338467,14.7,80.5,21.2
Sacramento,59136.0,56024.0,2017-2018,2018,94.73755411255411,0500000US06067,1479300,722955,48.9,756345,51.1,99086,6.7,100822,6.8,100508,6.8,96125,6.5,104115,7.0,223954,15.1,192628,13.0,197063,13.3,94146,6.4,81589,5.5,107463,7.3,55771,3.8,26030,1.8,35.7,,332967,22.5,,,685952,46.4,141420,9.6,6047,0.4,220310,14.9,15090,1.0,149347,10.2,6067,57509,1312350,89.6,930862,63.6,540017,36.9,151656,10.4,86.8,29.3
San Benito,2483.0,2380.0,2017-2018,2018,95.85179218687072,0500000US06069,58051,29062,50.1,28989,49.9,3919,6.8,4297,7.4,4642,8.0,4491,7.7,4041,7.0,7582,13.1,7503,12.9,8206,14.1,3703,6.4,3148,5.4,3868,6.7,1807,3.1,844,1.5,35.1,,33864,58.3,,,20984,36.1,416,0.7,176,0.3,1447,2.5,89,0.2,2072,3.5,6069,73814,51298,88.6,36979,63.9,19328,33.4,6594,11.4,78.3,19.0
San Bernardino,89886.0,86764.0,2017-2018,2018,96.52671161248692,0500000US06071,2106754,1047925,49.7,1058829,50.3,154388,7.3,160173,7.6,160700,7.6,164728,7.8,172986,8.2,306145,14.5,271401,12.9,272099,12.9,123313,5.9,102616,4.9,130766,6.2,62068,2.9,25371,1.2,32.7,,1089104,51.7,,,642786,30.5,170376,8.1,6840,0.3,138751,6.6,6368,0.3,100641,4.800000000000001,6071,54469,1768872,85.9,1123962,54.6,787120,38.2,290269,14.1,78.8,19.3
San Diego,133490.0,126764.0,2017-2018,2018,94.96142033111094,0500000US06073,3253356,1635137,50.3,1618219,49.7,211794,6.5,200294,6.2,194958,6.0,212903,6.5,271647,8.3,522891,16.1,428775,13.2,425423,13.1,198255,6.1,172981,5.3,230617,7.1,122780,3.8,60038,1.8,35.3,,1076319,33.1,,,1519704,46.7,154251,4.7,11833,0.4,369052,11.3,14043,0.4,210765,6.6000000000000005,6073,66529,2768312,87.8,2112298,67.0,951030,30.2,385939,12.2,86.4,36.5
San Francisco,24679.0,23274.0,2017-2018,2018,94.30690060375217,0500000US06075,850282,433226,51.0,417056,49.0,38715,4.6,31467,3.7,27714,3.3,30824,3.6,52567,6.2,192694,22.7,136563,16.1,115444,13.6,51607,6.1,50392,5.9,64739,7.6,37638,4.4,19918,2.3,38.4,,129898,15.3,,,350088,41.2,43758,5.1,1427,0.2,285040,33.5,2922,0.3,70081,8.3,6075,87701,787164,93.1,619665,73.3,239641,28.3,58719,6.9,87.4,54.8
San Joaquin,33878.0,32473.0,2017-2018,2018,95.85276580671822,0500000US06077,714860,355719,49.8,359141,50.2,52509,7.3,55602,7.8,57139,8.0,55154,7.7,52344,7.3,96811,13.5,91909,12.9,91952,12.9,41774,5.8,35750,5.0,48717,6.8,24348,3.4,10851,1.5,33.7,,289329,40.5,,,242025,33.9,47799,6.7,1917,0.3,103998,14.5,3697,0.5,51284,7.2,6077,55045,623883,88.3,408807,57.9,280396,39.7,82648,11.7,78.0,18.2
San Luis Obispo,8755.0,8387.0,2017-2018,2018,95.79668760708167,0500000US06079,278680,141572,50.8,137108,49.2,13611,4.9,14188,5.1,14208,5.1,22264,8.0,30064,10.8,32178,11.5,29596,10.6,34238,12.3,20055,7.2,19354,6.9,27906,10.0,14403,5.2,6615,2.4,39.0,,61095,21.9,,,194201,69.7,5188,1.9,1004,0.4,10070,3.6,256,0.1,13626,4.8,6079,64014,244561,89.9,199143,73.2,84383,31.0,27491,10.1,90.1,34.1
San Mateo,30893.0,29713.0,2017-2018,2018,96.18036448386366,0500000US06081,754748,371545,49.2,383203,50.8,45703,6.1,47053,6.2,43819,5.8,40528,5.4,42143,5.6,107204,14.2,109953,14.6,110482,14.6,51795,6.9,45549,6.0,61033,8.1,33231,4.4,16255,2.2,39.5,,189305,25.1,,,305123,40.4,17479,2.3,845,0.1,201128,26.6,10395,1.4,58185,7.800000000000001,6081,98546,696732,92.8,576493,76.8,200489,26.7,54146,7.2,88.6,47.1
Santa Barbara,17947.0,17305.0,2017-2018,2018,96.4228004680448,0500000US06083,439395,220159,50.1,219236,49.9,28474,6.5,26922,6.1,27140,6.2,37415,8.5,49081,11.2,58016,13.2,49928,11.4,51922,11.8,26140,5.9,22840,5.2,32362,7.4,18985,4.3,10170,2.3,33.7,,195021,44.4,,,201836,45.9,7622,1.7,1400,0.3,22305,5.1,573,0.1,20917,4.699999999999999,6083,65161,373141,86.4,276068,63.9,146013,33.8,58970,13.6,80.1,32.2
Santa Clara,84873.0,81948.0,2017-2018,2018,96.55367431338588,0500000US06085,1885056,949223,50.4,935833,49.6,120684,6.4,125390,6.7,120205,6.4,113584,6.0,120428,6.4,290150,15.4,281277,14.9,270578,14.4,117311,6.2,95175,5.0,128311,6.8,70202,3.7,31761,1.7,36.8,,496591,26.3,,,625218,33.2,44874,2.4,3196,0.2,643830,34.2,6675,0.4,125354,6.6000000000000005,6085,101173,1731960,92.3,1400734,74.7,483314,25.8,144253,7.7,87.1,49.1
Santa Cruz,9759.0,9014.0,2017-2018,2018,92.36602110872015,0500000US06087,270931,134367,49.6,136564,50.4,14960,5.5,14986,5.5,15224,5.6,22852,8.4,27522,10.2,32907,12.1,32156,11.9,35718,13.2,20078,7.4,17904,6.6,22393,8.3,9474,3.5,4757,1.8,37.0,,89587,33.1,,,157652,58.2,2156,0.8,515,0.2,11720,4.3,282,0.1,17621,6.6000000000000005,6087,70088,241938,89.8,185583,68.9,85266,31.6,27600,10.2,86.3,39.0
Shasta,6113.0,5709.0,2017-2018,2018,93.39113364959921,0500000US06089,179228,87903,49.0,91325,51.0,10466,5.8,10981,6.1,10504,5.9,10886,6.1,11156,6.2,21813,12.2,18892,10.5,23619,13.2,13261,7.4,13080,7.3,20093,11.2,10064,5.6,4413,2.5,42.3,,16703,9.3,,,145094,81.0,1700,0.9,3819,2.1,5201,2.9,53,0.0,13231,7.300000000000001,6089,45582,157273,88.4,101991,57.4,82724,46.5,20547,11.6,90.0,20.1
Sierra,89.0,80.0,2017-2018,2018,89.8876404494382,0500000US06091,2931,1449,49.4,1482,50.6,103,3.5,154,5.3,130,4.4,99,3.4,64,2.2,192,6.6,323,11.0,384,13.1,473,16.1,245,8.4,487,16.6,184,6.3,93,3.2,55.2,,305,10.4,,,2519,85.9,2,0.1,33,1.1,1,0.0,14,0.5,114,3.8,6091,43984,2666,91.9,1806,62.2,1465,50.5,236,8.1,89.0,19.8
Siskiyou,1176.0,1065.0,2017-2018,2018,90.56122448979592,0500000US06093,43668,21713,49.7,21955,50.3,2288,5.2,2660,6.1,2334,5.3,2474,5.7,2187,5.0,4452,10.2,4121,9.4,5547,12.7,3811,8.7,3853,8.8,6074,13.9,2580,5.9,1287,2.9,47.9,,5100,11.7,,,33896,77.6,695,1.6,1288,2.9,692,1.6,120,0.3,3722,8.5,6093,38524,39223,90.1,22781,52.4,23679,54.4,4291,9.9,88.6,22.2
Solano,13693.0,13229.0,2017-2018,2018,96.61140728839554,0500000US06095,429596,213518,49.7,216078,50.3,26482,6.2,27489,6.4,27757,6.5,27611,6.4,30992,7.2,60796,14.2,53064,12.4,60122,14.0,29617,6.9,27391,6.4,34762,8.1,16583,3.9,6930,1.6,37.5,,109287,25.4,,,169401,39.4,58604,13.6,1068,0.2,63669,14.8,3481,0.8,47369,11.0,6095,69227,378368,90.8,290169,69.7,142509,34.2,38213,9.2,87.5,25.1
Sonoma,17238.0,16133.0,2017-2018,2018,93.58974358974359,0500000US06097,497776,243919,49.0,253857,51.0,26442,5.3,29071,5.8,29119,5.8,30779,6.2,31748,6.4,64564,13.0,60767,12.2,68967,13.9,36447,7.3,36528,7.3,49488,9.9,22233,4.5,11623,2.3,41.2,,129634,26.0,,,320566,64.4,6669,1.3,2326,0.5,19173,3.9,1395,0.3,34072,6.9,6097,66833,443452,89.9,344024,69.7,166005,33.6,49892,10.1,87.2,33.1
Stanislaus,23888.0,22984.0,2017-2018,2018,96.21567314132619,0500000US06099,530561,262151,49.4,268410,50.6,39067,7.4,39718,7.5,41965,7.9,39682,7.5,38780,7.3,74394,14.0,66844,12.6,67585,12.7,31443,5.9,26640,5.0,37023,7.0,19177,3.6,8243,1.6,33.8,,234995,44.3,,,234089,44.1,13102,2.5,2283,0.4,27772,5.2,3485,0.7,28667,5.4,6099,51591,466512,88.5,292562,55.5,223762,42.4,60716,11.5,77.6,16.5
Sutter,5884.0,5011.0,2017-2018,2018,85.1631543167913,0500000US06101,95406,47486,49.8,47920,50.2,6604,6.9,7735,8.1,6584,6.9,6694,7.0,6520,6.8,12804,13.4,11671,12.2,12140,12.7,5725,6.0,5134,5.4,7597,8.0,4260,4.5,1938,2.0,35.6,,28485,29.9,,,45750,48.0,1759,1.8,653,0.7,14229,14.9,316,0.3,8313,8.7,6101,52943,81773,86.8,51729,54.9,40649,43.2,12398,13.2,79.2,17.9
Tehama,2355.0,2260.0,2017-2018,2018,95.96602972399151,0500000US06103,63015,31379,49.8,31636,50.2,3859,6.1,4486,7.1,4185,6.6,3973,6.3,3690,5.9,7284,11.6,7160,11.4,8467,13.4,4307,6.8,4328,6.9,6591,10.5,3381,5.4,1304,2.1,40.6,,14959,23.7,,,44001,69.8,356,0.6,1073,1.7,883,1.4,3,0.0,3465,5.4,6103,40687,55726,89.2,33297,53.3,31387,50.2,6761,10.8,82.9,13.8
Trinity,122.0,114.0,2017-2018,2018,93.44262295081968,0500000US06105,13180,6752,51.2,6428,48.8,581,4.4,610,4.6,656,5.0,756,5.7,390,3.0,1100,8.3,1504,11.4,1824,13.8,1197,9.1,1381,10.5,1888,14.3,952,7.2,341,2.6,50.6,,950,7.2,,,10936,83.0,144,1.1,566,4.3,169,1.3,138,1.0,546,4.1,6105,35270,10861,83.6,5934,45.7,6620,50.9,2135,16.4,90.7,20.1
Tulare,22047.0,21398.0,2017-2018,2018,97.05628883748356,0500000US06107,455769,227963,50.0,227806,50.0,39815,8.7,41120,9.0,39690,8.7,37238,8.2,34807,7.6,63782,14.0,56100,12.3,52024,11.4,23170,5.1,20531,4.5,27538,6.0,13982,3.1,5972,1.3,30.4,,287144,63.0,,,137157,30.1,5866,1.3,2923,0.6,14426,3.2,593,0.1,14431,3.0999999999999996,6107,42789,384492,85.1,196374,43.5,220748,48.9,67127,14.9,68.2,14.0
Tuolumne,1429.0,1300.0,2017-2018,2018,90.97270818754374,0500000US06109,53864,28134,52.2,25730,47.8,2288,4.2,2782,5.2,2284,4.2,2845,5.3,2971,5.5,6221,11.5,5587,10.4,6883,12.8,4453,8.3,4922,9.1,7355,13.7,3597,6.7,1676,3.1,48.2,,6233,11.6,,,43743,81.2,945,1.8,682,1.3,692,1.3,69,0.1,2992,5.6,6109,50731,46393,91.3,32282,63.5,24399,48.0,4409,8.7,89.8,19.7
Ventura,34578.0,33252.0,2017-2018,2018,96.16519174041298,0500000US06111,843110,417442,49.5,425668,50.5,53353,6.3,55811,6.6,58771,7.0,59335,7.0,60524,7.2,109494,13.0,106709,12.7,119452,14.2,57762,6.9,47279,5.6,65252,7.7,32971,3.9,16397,1.9,37.3,,353232,41.9,,,393301,46.6,13395,1.6,2313,0.3,58483,6.9,1144,0.1,41536,4.9,6111,78593,733431,87.7,562762,67.3,254122,30.4,103017,12.3,83.4,32.2
Yolo,8048.0,7718.0,2017-2018,2018,95.8996023856859,0500000US06113,209671,102268,48.8,107403,51.2,12353,5.9,12725,6.1,12540,6.0,19355,9.2,30460,14.5,28288,13.5,24315,11.6,24067,11.5,11371,5.4,10416,5.0,13499,6.4,6753,3.2,3529,1.7,30.9,,65448,31.2,,,100824,48.1,4611,2.2,533,0.3,28836,13.8,809,0.4,16767,8.0,6113,57663,188509,90.6,147440,70.8,60572,29.1,19648,9.4,85.6,40.0
Yuba,3375.0,3194.0,2017-2018,2018,94.63703703703705,0500000US06115,73897,37471,50.7,36426,49.3,6123,8.3,6012,8.1,5337,7.2,4986,6.7,5716,7.7,11409,15.4,8798,11.9,8751,11.8,4698,6.4,3604,4.9,5180,7.0,2325,3.1,958,1.3,32.2,,19903,26.9,,,42150,57.0,2198,3.0,699,0.9,5058,6.8,278,0.4,7182,9.7,6115,48739,62722,87.8,38185,53.4,32877,46.0,8750,12.2,82.2,15.5
