county,enrollment,vaccinated,school_year,year,vac_pct,GEO.id,tot_pop,male,male_pct,female,female_pct,under_5,under_5_pct,5_9,5_9_pct,10_14,10_14_pct,15_19,15_19_pct,20_24,20_24_pct,25_34,25_34_pct,35_44,35_44_pct,45_54,45_54_pct,55_59,55_59_pct,60_64,60_64_pct,65_74,65_74_pct,75_84,75_84_pct,85_over,85_over_pct,median_age,median_age_pct,hispanic_latino,hispanic_latino_pct,mexican,mexican_pct,white,white_pct,black,black_pct,aian,aian_pct,asian,asian_pct,nhopi,nhopi_pct,other,other_pct,GEO.id2_y,median_income,insurance,insurance_pct,private_insure,private_insure_pct,public_insure,public_insure_pct,no_insurance,no_insurance_pct,hs_degree_pct,bachelor_degree_pct
San Francisco,25313.0,23959.0,2013-2014,2014,94.65096985738553,0500000US06075,829072,421516,50.8,407556,49.2,37434,4.5,29906,3.6,26894,3.2,32691,3.9,54810,6.6,180924,21.8,135652,16.4,113614,13.7,50260,6.1,50814,6.1,59435,7.2,37946,4.6,18692,2.3,38.6,,126524,15.3,,,343368,41.4,45653,5.5,1680,0.2,276094,33.3,3409,0.4,60579,7.3,6075,78378,742017,90.0,586763,71.2,224886,27.3,82498,10.0,86.7,52.9
San Joaquin,31328.0,30226.0,2013-2014,2014,96.482379979571,0500000US06077,701050,348616,49.7,352434,50.3,53328,7.6,53879,7.7,57730,8.2,55993,8.0,51821,7.4,93615,13.4,91079,13.0,92113,13.1,41426,5.9,32379,4.6,43728,6.2,23455,3.3,10504,1.5,33.2,,278523,39.7,,,244319,34.9,47251,6.7,2585,0.4,100212,14.3,3757,0.5,47958,6.800000000000001,6077,53253,580758,83.9,395164,57.1,247844,35.8,111486,16.1,77.6,18.1
San Luis Obispo,7771.0,7019.0,2013-2014,2014,90.32299575344229,0500000US06079,274184,139946,51.0,134238,49.0,13406,4.9,13778,5.0,14487,5.3,21744,7.9,29440,10.7,32213,11.7,29519,10.8,36178,13.2,20699,7.5,17974,6.6,24429,8.9,13937,5.1,6380,2.3,39.5,,58889,21.5,,,192262,70.1,5372,2.0,1021,0.4,9902,3.6,85,0.0,12942,4.7,6079,59454,230098,86.3,189855,71.2,77522,29.1,36665,13.7,89.6,32.1
San Mateo,30399.0,29050.0,2013-2014,2014,95.56235402480344,0500000US06081,739837,363891,49.2,375946,50.8,46186,6.2,46624,6.3,42851,5.8,40959,5.5,41233,5.6,103253,14.0,109502,14.8,110932,15.0,50313,6.8,44078,6.0,56029,7.6,31737,4.3,16140,2.2,39.4,,187635,25.4,,,304779,41.2,18352,2.5,994,0.1,189837,25.7,10176,1.4,53386,7.3,6081,91421,660604,89.8,557602,75.8,179429,24.4,74939,10.2,88.5,45.0
Santa Barbara,17136.0,16167.0,2013-2014,2014,94.34523809523809,0500000US06083,431555,216370,50.1,215185,49.9,27870,6.5,26752,6.2,26627,6.2,36849,8.5,47494,11.0,57359,13.3,50001,11.6,53426,12.4,25748,6.0,21650,5.0,29457,6.8,18027,4.2,10295,2.4,33.6,,188743,43.7,,,201923,46.8,6934,1.6,2041,0.5,20899,4.8,657,0.2,20133,4.6,6083,63409,350890,82.6,267309,63.0,129285,30.5,73675,17.4,79.3,31.4
Santa Clara,82913.0,78968.0,2013-2014,2014,95.24200065128508,0500000US06085,1841569,924848,50.2,916721,49.8,123124,6.7,125561,6.8,116971,6.4,113846,6.2,117267,6.4,277823,15.1,281840,15.3,268961,14.6,111282,6.0,90179,4.9,118011,6.4,67322,3.7,29382,1.6,36.6,,492546,26.7,,,627346,34.1,44910,2.4,3766,0.2,606174,32.9,6185,0.3,117689,6.4,6085,93854,1639475,89.5,1342936,73.3,441150,24.1,192980,10.5,86.8,47.3
Santa Cruz,10052.0,8932.0,2013-2014,2014,88.85793871866295,0500000US06087,267203,132817,49.7,134386,50.3,15111,5.7,14981,5.6,15312,5.7,22433,8.4,27090,10.1,32786,12.3,32633,12.2,36754,13.8,20105,7.5,17386,6.5,19013,7.1,8783,3.3,4816,1.8,36.9,,87406,32.7,,,156915,58.7,2269,0.8,879,0.3,11036,4.1,369,0.1,16315,6.1,6087,66923,228969,86.1,179644,67.6,74319,28.0,36868,13.9,85.5,37.5
Shasta,6662.0,5781.0,2013-2014,2014,86.77574302011408,0500000US06089,178520,87692,49.1,90828,50.9,10330,5.8,10919,6.1,10749,6.0,11571,6.5,11252,6.3,21027,11.8,19239,10.8,24893,13.9,13392,7.5,12762,7.1,18400,10.3,9718,5.4,4268,2.4,41.9,,15908,8.9,,,145485,81.5,1692,0.9,3650,2.0,4397,2.5,317,0.2,13926,7.7,6089,44556,150401,84.9,98997,55.9,77477,43.7,26728,15.1,88.7,19.1
Sierra,72.0,72.0,2013-2014,2014,100.0,0500000US06091,3019,1481,49.1,1538,50.9,102,3.4,116,3.8,186,6.2,148,4.9,56,1.9,197,6.5,327,10.8,485,16.1,372,12.3,333,11.0,442,14.6,175,5.8,80,2.6,53.5,,283,9.4,,,2636,87.3,4,0.1,21,0.7,3,0.1,16,0.5,112,3.8,6091,43107,2418,80.9,1780,59.5,1148,38.4,572,19.1,90.1,19.0
Siskiyou,1356.0,1142.0,2013-2014,2014,84.21828908554573,0500000US06093,44261,22021,49.8,22240,50.2,2367,5.3,2717,6.1,2372,5.4,2597,5.9,2244,5.1,4319,9.8,4460,10.1,5984,13.5,3790,8.6,4048,9.1,5548,12.5,2611,5.9,1204,2.7,47.3,,4923,11.1,,,34749,78.5,565,1.3,1207,2.7,627,1.4,134,0.3,4106,9.2,6093,37495,37780,85.8,23700,53.8,21602,49.1,6255,14.2,88.8,24.0
Solano,13882.0,13311.0,2013-2014,2014,95.88675983287712,0500000US06095,421624,209901,49.8,211723,50.2,26351,6.2,27725,6.6,27727,6.6,28860,6.8,30762,7.3,57941,13.7,53224,12.6,62064,14.7,28363,6.7,26296,6.2,30229,7.2,15807,3.7,6275,1.5,37.2,,104865,24.9,,,169041,40.1,57919,13.7,1389,0.3,61667,14.6,3562,0.8,45236,10.7,6095,67341,357135,87.9,281969,69.4,122789,30.2,49136,12.1,87.5,24.3
Sonoma,18094.0,16849.0,2013-2014,2014,93.11926605504587,0500000US06097,491790,241329,49.1,250461,50.9,27207,5.5,29549,6.0,29174,5.9,31804,6.5,32566,6.6,63163,12.8,60435,12.3,71119,14.5,36703,7.5,34935,7.1,42459,8.6,21137,4.3,11539,2.3,40.5,,125674,25.6,,,320735,65.2,6594,1.3,3213,0.7,19295,3.9,1555,0.3,28210,5.800000000000001,6097,63799,422564,86.7,335353,68.8,148074,30.4,64770,13.3,86.8,32.6
Stanislaus,23656.0,22114.0,2013-2014,2014,93.48156915793034,0500000US06099,522794,258618,49.5,264176,50.5,39237,7.5,39122,7.5,41854,8.0,41196,7.9,38717,7.4,72172,13.8,66518,12.7,68740,13.1,30508,5.8,25270,4.8,33285,6.4,17907,3.4,8268,1.6,33.3,,225013,43.0,,,237248,45.4,13055,2.5,2541,0.5,26684,5.1,3539,0.7,28320,5.4,6099,49573,433847,83.5,285615,55.0,193503,37.3,85537,16.5,77.2,16.4
Sutter,5129.0,4751.0,2013-2014,2014,92.63014232793917,0500000US06101,95067,47263,49.7,47804,50.3,6813,7.2,8127,8.5,6220,6.5,6993,7.4,6647,7.0,12731,13.4,11732,12.3,12450,13.1,5304,5.6,5050,5.3,7054,7.4,4408,4.6,1538,1.6,35.0,,27931,29.4,,,46558,49.0,1744,1.8,793,0.8,13848,14.6,303,0.3,7616,8.0,6101,51527,77529,82.7,50549,53.9,37024,39.5,16262,17.3,78.4,18.5
Tehama,2433.0,2312.0,2013-2014,2014,95.02671598849157,0500000US06103,63284,31494,49.8,31790,50.2,4168,6.6,4319,6.8,4304,6.8,4349,6.9,3629,5.7,7432,11.7,7066,11.2,8899,14.1,4419,7.0,4016,6.3,6159,9.7,3332,5.3,1192,1.9,40.0,,14539,23.0,,,44728,70.7,286,0.5,1093,1.7,798,1.3,70,0.1,3519,5.6,6103,42369,53306,85.1,33404,53.3,28832,46.0,9342,14.9,82.1,14.1
Trinity,264.0,213.0,2013-2014,2014,80.68181818181817,0500000US06105,13515,6885,50.9,6630,49.1,642,4.8,577,4.3,733,5.4,642,4.8,544,4.0,1323,9.8,1430,10.6,1973,14.6,1357,10.0,1309,9.7,1789,13.2,856,6.3,340,2.5,50.0,,960,7.1,,,11235,83.1,110,0.8,374,2.8,152,1.1,74,0.5,1206,8.9,6105,36862,10568,79.4,6144,46.2,6242,46.9,2736,20.6,90.7,22.0
Tulare,21843.0,21271.0,2013-2014,2014,97.38131209083002,0500000US06107,451108,225881,50.1,225227,49.9,40923,9.1,40040,8.9,39895,8.8,37658,8.3,34546,7.7,63110,14.0,55524,12.3,52442,11.6,22825,5.1,19412,4.3,25271,5.6,13660,3.0,5802,1.3,30.1,,279022,61.9,,,141322,31.3,5997,1.3,3241,0.7,14268,3.2,462,0.1,13240,2.9,6107,42863,357302,80.0,194823,43.6,194915,43.6,89475,20.0,68.0,13.3
Tuolumne,1327.0,1073.0,2013-2014,2014,80.85908063300678,0500000US06109,54347,28423,52.3,25924,47.7,2235,4.1,2841,5.2,2360,4.3,2919,5.4,2954,5.4,6289,11.6,5614,10.3,7755,14.3,4714,8.7,4743,8.7,6760,12.4,3718,6.8,1445,2.7,48.2,,6048,11.1,,,44017,81.0,998,1.8,769,1.4,725,1.3,71,0.1,3055,5.6,6109,48493,44745,87.8,32166,63.1,22924,45.0,6241,12.2,89.6,19.8
Ventura,34242.0,31860.0,2013-2014,2014,93.04363062905205,0500000US06111,835790,414278,49.6,421512,50.4,54606,6.5,57076,6.8,58913,7.0,61536,7.4,59393,7.1,107785,12.9,108699,13.0,121993,14.6,54923,6.6,45267,5.4,58421,7.0,31438,3.8,15740,1.9,36.9,,344520,41.2,,,397118,47.5,13499,1.6,2194,0.3,57102,6.8,1137,0.1,39758,4.7,6111,77335,702617,84.8,556384,67.2,225520,27.2,125793,15.2,83.0,31.6
Yolo,7263.0,6875.0,2013-2014,2014,94.6578548809032,0500000US06113,204162,99528,48.7,104634,51.3,12142,5.9,13182,6.5,11899,5.8,18516,9.1,29183,14.3,27960,13.7,23753,11.6,24685,12.1,11074,5.4,10046,4.9,12043,5.9,6468,3.2,3211,1.6,31.0,,63249,31.0,,,99540,48.8,4605,2.3,963,0.5,26535,13.0,1023,0.5,16062,7.800000000000001,6113,55508,178534,88.1,143547,70.8,52740,26.0,24075,11.9,85.0,38.3
Yuba,3189.0,3003.0,2013-2014,2014,94.16745061147695,0500000US06115,73059,37020,50.7,36039,49.3,6137,8.4,5888,8.1,5555,7.6,5159,7.1,5654,7.7,10927,15.0,8712,11.9,9173,12.6,4216,5.8,3693,5.1,4644,6.4,2431,3.3,870,1.2,32.1,,19181,26.3,,,41919,57.4,2261,3.1,762,1.0,5109,7.0,251,0.3,6837,9.3,6115,45470,59163,83.8,35117,49.8,31344,44.4,11417,16.2,79.6,14.2
Alameda,60145.0,56909.0,2014-2015,2015,94.61966913292875,0500000US06001,1584983,776699,49.0,808284,51.0,97613,6.2,96730,6.1,93457,5.9,95695,6.0,109299,6.9,248460,15.7,235732,14.9,225498,14.2,102779,6.5,87787,5.5,109230,6.9,55185,3.5,27518,1.7,37.1,,358168,22.6,,,522707,33.0,179400,11.3,4851,0.3,436207,27.5,13243,0.8,136636,8.7,6001,75619,1414617,89.9,1112221,70.7,438949,27.9,158734,10.1,86.9,43.0
Amador,861.0,818.0,2014-2015,2015,95.00580720092915,0500000US06005,36995,20012,54.1,16983,45.9,1298,3.5,1651,4.5,1637,4.4,1992,5.4,1741,4.7,3415,9.2,4171,11.3,5723,15.5,3174,8.6,3536,9.6,5193,14.0,2451,6.6,1013,2.7,50.0,,4784,12.9,,,29496,79.7,822,2.2,666,1.8,510,1.4,35,0.1,1361,3.6,6005,54171,30189,91.8,22901,69.7,14703,44.7,2691,8.2,88.4,21.3
Butte,8672.0,7943.0,2014-2015,2015,91.59363468634686,0500000US06007,222564,110115,49.5,112449,50.5,12155,5.5,12722,5.7,12541,5.6,15875,7.1,26177,11.8,27027,12.1,23241,10.4,26379,11.9,15065,6.8,14563,6.5,20126,9.0,11289,5.1,5404,2.4,36.8,,33800,15.2,,,164214,73.8,3017,1.4,1525,0.7,9477,4.3,361,0.2,20192,9.1,6007,43444,191049,86.7,128917,58.5,93125,42.3,29264,13.3,88.0,25.9
Calaveras,1052.0,958.0,2014-2015,2015,91.06463878326996,0500000US06009,44767,22143,49.5,22624,50.5,1803,4.0,2454,5.5,2156,4.8,2658,5.9,2047,4.6,3606,8.1,4254,9.5,6494,14.5,4190,9.4,4238,9.5,6784,15.2,3013,6.7,1070,2.4,50.7,,4967,11.1,,,36951,82.5,259,0.6,396,0.9,390,0.9,151,0.3,3306,7.4,6009,53233,39884,89.9,29579,66.6,19275,43.4,4498,10.1,91.6,20.9
Colusa,994.0,983.0,2014-2015,2015,98.8933601609658,0500000US06011,21396,11129,52.0,10267,48.0,1680,7.9,1760,8.2,1630,7.6,1555,7.3,1475,6.9,2830,13.2,2566,12.0,2658,12.4,1337,6.2,1174,5.5,1525,7.1,988,4.6,218,1.0,34.0,,12277,57.4,,,8017,37.5,131,0.6,216,1.0,419,2.0,39,0.2,594,2.8,6011,52168,17430,82.2,10360,48.9,8965,42.3,3775,17.8,68.2,14.6
Contra Costa,44907.0,43361.0,2014-2015,2015,96.55732959226847,0500000US06013,1096068,534618,48.8,561450,51.2,65183,5.9,74463,6.8,74635,6.8,72910,6.7,66834,6.1,136711,12.5,149270,13.6,165058,15.1,75305,6.9,64868,5.9,86311,7.9,43171,3.9,21349,1.9,38.8,,273350,24.9,,,503815,46.0,94046,8.6,3071,0.3,165336,15.1,5200,0.5,98840,8.899999999999999,6013,80185,984128,90.2,798694,73.2,309631,28.4,106428,9.8,88.9,39.6
Del Norte,769.0,704.0,2014-2015,2015,91.54746423927178,0500000US06015,27788,15418,55.5,12370,44.5,1690,6.1,1574,5.7,1608,5.8,1588,5.7,1756,6.3,4048,14.6,3369,12.1,4239,15.3,2081,7.5,1715,6.2,2448,8.8,1106,4.0,566,2.0,38.8,,5300,19.1,,,17582,63.3,787,2.8,1339,4.8,594,2.1,79,0.3,4187,15.1,6015,40847,21249,88.5,12109,50.4,12478,51.9,2772,11.5,80.0,15.1
El Dorado,6322.0,5928.0,2014-2015,2015,93.76779500158177,0500000US06017,182093,90970,50.0,91123,50.0,8377,4.6,10964,6.0,11692,6.4,12034,6.6,10130,5.6,17508,9.6,20580,11.3,29398,16.1,15800,8.7,14563,8.0,18810,10.3,8752,4.8,3485,1.9,44.9,,22719,12.5,,,143804,79.0,1564,0.9,1041,0.6,7068,3.9,234,0.1,11224,6.2,6017,69584,164967,91.1,135358,74.8,56995,31.5,16038,8.9,92.3,32.1
Fresno,47104.0,45682.0,2014-2015,2015,96.9811480978261,0500000US06019,956749,477316,49.9,479433,50.1,79445,8.3,79617,8.3,73307,7.7,74241,7.8,78554,8.2,140474,14.7,116366,12.2,114290,11.9,51990,5.4,44350,4.6,58301,6.1,30702,3.2,15112,1.6,31.4,,494077,51.6,,,298219,31.2,45409,4.7,4608,0.5,91670,9.6,1341,0.1,41032,4.300000000000001,6019,45233,790026,83.6,467469,49.4,407855,43.1,155327,16.4,73.5,19.4
Glenn,798.0,781.0,2014-2015,2015,97.86967418546367,0500000US06021,28029,14168,50.5,13861,49.5,2004,7.1,1928,6.9,2296,8.2,2122,7.6,1803,6.4,3383,12.1,3220,11.5,3740,13.3,1696,6.1,1850,6.6,2214,7.9,1257,4.5,516,1.8,37.2,,11094,39.6,,,15065,53.7,241,0.9,485,1.7,695,2.5,71,0.3,756,2.7,6021,39349,22748,82.0,14624,52.7,11418,41.2,4984,18.0,75.0,14.9
Humboldt,4401.0,3600.0,2014-2015,2015,81.79959100204499,0500000US06023,135034,67533,50.0,67501,50.0,7365,5.5,7716,5.7,6883,5.1,9288,6.9,13197,9.8,18741,13.9,15856,11.7,16406,12.1,10372,7.7,9316,6.9,11728,8.7,5716,4.2,2450,1.8,37.4,,14289,10.6,,,102235,75.7,1537,1.1,6279,4.6,3558,2.6,424,0.3,13117,9.6,6023,42197,111608,83.3,73864,55.1,55478,41.4,22354,16.7,89.8,28.0
Imperial,8811.0,8612.0,2014-2015,2015,97.74145953921234,0500000US06025,178206,91167,51.2,87039,48.8,14659,8.2,14104,7.9,13663,7.7,13902,7.8,14627,8.2,24762,13.9,22068,12.4,21737,12.2,9929,5.6,8039,4.5,11271,6.3,6764,3.8,2681,1.5,32.2,,145855,81.8,,,22437,12.6,4530,2.5,1242,0.7,2422,1.4,111,0.1,3109,1.8,6025,41079,138030,82.3,75636,45.1,72732,43.4,29742,17.7,66.3,14.1
Inyo,589.0,577.0,2014-2015,2015,97.96264855687606,0500000US06027,18373,9214,50.1,9159,49.9,1075,5.9,921,5.0,1124,6.1,1078,5.9,939,5.1,1991,10.8,1950,10.6,2434,13.2,1448,7.9,1564,8.5,2074,11.3,1130,6.2,645,3.5,45.7,,3778,20.6,,,11906,64.8,192,1.0,1865,10.2,244,1.3,118,0.6,540,3.0,6027,45955,15900,88.7,11812,65.9,7146,39.8,2034,11.3,87.6,23.9
Kern,39144.0,37672.0,2014-2015,2015,96.23952585325975,0500000US06029,865736,444547,51.3,421189,48.7,72598,8.4,72692,8.4,68819,7.9,67493,7.8,70697,8.2,128920,14.9,109119,12.6,106329,12.3,46479,5.4,39239,4.5,49472,5.7,25183,2.9,8696,1.0,31.1,,441496,51.0,,,317048,36.6,46058,5.3,4846,0.6,38202,4.4,1000,0.1,33177,3.8,6029,49026,703042,84.0,433132,51.8,335389,40.1,133703,16.0,73.4,15.4
Kings,6643.0,6418.0,2014-2015,2015,96.61297606503086,0500000US06031,150998,83958,55.6,67040,44.4,12173,8.1,11947,7.9,10935,7.2,10789,7.1,13032,8.6,25080,16.6,20977,13.9,19240,12.7,7764,5.1,5843,3.9,7650,5.1,3986,2.6,1582,1.0,31.4,,79452,52.6,,,51467,34.1,8883,5.9,1101,0.7,5360,3.5,350,0.2,8441,5.6000000000000005,6031,46481,110855,84.9,72936,55.9,49075,37.6,19641,15.1,72.2,13.4
Lake,2186.0,2047.0,2014-2015,2015,93.64135407136322,0500000US06033,64158,32146,50.1,32012,49.9,3636,5.7,3485,5.4,3612,5.6,3829,6.0,3476,5.4,6795,10.6,6696,10.4,8991,14.0,5445,8.5,5510,8.6,7579,11.8,3681,5.7,1423,2.2,45.5,,11899,18.5,,,46554,72.6,1357,2.1,1922,3.0,815,1.3,169,0.3,2736,4.2,6033,35578,52877,83.3,30213,47.6,32110,50.6,10593,16.7,84.4,16.0
Lassen,673.0,580.0,2014-2015,2015,86.1812778603269,0500000US06035,32645,21818,66.8,10827,33.2,1419,4.3,1145,3.5,1436,4.4,1629,5.0,3156,9.7,6625,20.3,4806,14.7,4660,14.3,2195,6.7,1838,5.6,2171,6.7,1136,3.5,429,1.3,37.0,,5986,18.3,,,21526,65.9,2758,8.4,928,2.8,468,1.4,232,0.7,1477,4.5,6035,51555,19720,89.8,14623,66.6,8474,38.6,2251,10.2,79.9,12.3
Los Angeles,368035.0,343853.0,2014-2015,2015,93.42942926623826,0500000US06037,10038388,4945351,49.3,5093037,50.7,641635,6.4,623847,6.2,643445,6.4,698645,7.0,777642,7.7,1546236,15.4,1414607,14.1,1384892,13.8,611256,6.1,506424,5.0,657175,6.5,363318,3.6,169266,1.7,35.6,,4842319,48.2,,,2703547,26.9,801739,8.0,18726,0.2,1401289,14.0,24657,0.2,465044,4.7,6037,56196,8134459,81.6,5479225,55.0,3276323,32.9,1834501,18.4,77.3,30.3
Madera,6356.0,6148.0,2014-2015,2015,96.72750157331656,0500000US06039,153187,73863,48.2,79324,51.8,11735,7.7,12070,7.9,11889,7.8,11383,7.4,11371,7.4,20982,13.7,19272,12.6,18646,12.2,8736,5.7,7998,5.2,11278,7.4,5762,3.8,2065,1.3,33.5,,85245,55.6,,,55593,36.3,4941,3.2,1615,1.1,3027,2.0,212,0.1,4802,3.2,6039,45073,119562,82.6,66217,45.8,67887,46.9,25115,17.4,70.8,13.3
Marin,11343.0,10543.0,2014-2015,2015,92.94719210085516,0500000US06041,258349,126460,48.9,131889,51.1,13076,5.1,15016,5.8,16272,6.3,13891,5.4,10934,4.2,23917,9.3,34489,13.3,41746,16.2,20191,7.8,20262,7.8,28063,10.9,13897,5.4,6595,2.6,45.4,,40875,15.8,,,185975,72.0,6181,2.4,455,0.2,14532,5.6,428,0.2,18192,7.0,6041,93257,234162,92.5,198355,78.4,73154,28.9,18961,7.5,92.9,55.8
Mariposa,356.0,312.0,2014-2015,2015,87.64044943820225,0500000US06043,17789,8931,50.2,8858,49.8,744,4.2,743,4.2,910,5.1,965,5.4,740,4.2,1811,10.2,1631,9.2,2708,15.2,1551,8.7,1683,9.5,2620,14.7,1403,7.9,280,1.6,50.6,,1803,10.1,,,14539,81.7,192,1.1,417,2.3,231,1.3,25,0.1,1164,6.6,6043,47681,16016,90.9,12077,68.6,7269,41.3,1600,9.1,89.5,22.1
Mendocino,2944.0,2609.0,2014-2015,2015,88.62092391304348,0500000US06045,87544,43827,50.1,43717,49.9,5068,5.8,5605,6.4,5079,5.8,5393,6.2,5102,5.8,9958,11.4,10197,11.6,11268,12.9,6742,7.7,7256,8.3,9690,11.1,4153,4.7,2033,2.3,42.2,,20693,23.6,,,58376,66.7,538,0.6,2977,3.4,1669,1.9,194,0.2,5885,6.800000000000001,6045,42980,73966,85.4,42704,49.3,42624,49.2,12656,14.6,86.8,23.7
Merced,13823.0,13490.0,2014-2015,2015,97.59097156912392,0500000US06047,263885,133152,50.5,130733,49.5,21563,8.2,22066,8.4,22757,8.6,23233,8.8,21861,8.3,36833,14.0,32484,12.3,31240,11.8,14074,5.3,10825,4.1,15341,5.8,8448,3.2,3160,1.2,30.4,,150222,56.9,,,78992,29.9,8353,3.2,646,0.2,19443,7.4,505,0.2,10848,4.0,6047,42462,219371,84.1,125243,48.0,115711,44.4,41521,15.9,67.9,13.1
Modoc,367.0,328.0,2014-2015,2015,89.3732970027248,0500000US06049,9184,4664,50.8,4520,49.2,404,4.4,463,5.0,655,7.1,583,6.3,345,3.8,870,9.5,853,9.3,1433,15.6,594,6.5,916,10.0,1217,13.3,613,6.7,238,2.6,47.8,,1345,14.6,,,7149,77.8,47,0.5,320,3.5,86,0.9,3,0.0,468,5.0,6049,37860,7559,84.6,4541,50.8,4494,50.3,1381,15.4,86.8,18.0
Mono,324.0,293.0,2014-2015,2015,90.4320987654321,0500000US06051,14146,7311,51.7,6835,48.3,739,5.2,868,6.1,897,6.3,599,4.2,1353,9.6,1976,14.0,1672,11.8,2206,15.6,1040,7.4,915,6.5,1338,9.5,317,2.2,226,1.6,38.5,,3862,27.3,,,9405,66.5,59,0.4,233,1.6,155,1.1,2,0.0,860,6.0,6051,56944,10730,76.3,7972,56.7,4185,29.7,3342,23.7,84.9,32.3
Monterey,18858.0,17938.0,2014-2015,2015,95.12143387421784,0500000US06053,428441,219299,51.2,209142,48.8,33348,7.8,32186,7.5,30218,7.1,30604,7.1,33276,7.8,63790,14.9,56012,13.1,52816,12.3,24508,5.7,22004,5.1,27349,6.4,14490,3.4,7840,1.8,33.5,,243894,56.9,,,135021,31.5,10981,2.6,1232,0.3,25223,5.9,1962,0.5,19776,4.7,6053,58783,333477,81.3,228076,55.6,144115,35.1,76527,18.7,70.7,23.1
Napa,5518.0,5316.0,2014-2015,2015,96.33925335266402,0500000US06055,140295,69798,49.8,70497,50.2,7883,5.6,8098,5.8,9513,6.8,9213,6.6,9020,6.4,17288,12.3,17846,12.7,19569,13.9,9815,7.0,8967,6.4,12634,9.0,6607,4.7,3842,2.7,40.3,,46689,33.3,,,76016,54.2,2844,2.0,270,0.2,10611,7.6,271,0.2,6723,4.7,6055,71379,122172,88.3,99419,71.8,42112,30.4,16222,11.7,83.2,32.4
Nevada,2591.0,2097.0,2014-2015,2015,80.93400231570823,0500000US06057,98570,48668,49.4,49902,50.6,4290,4.4,4831,4.9,5170,5.2,5674,5.8,4688,4.8,9661,9.8,10212,10.4,13695,13.9,8710,8.8,9629,9.8,12962,13.2,6269,6.4,2779,2.8,49.0,,8902,9.0,,,84497,85.7,462,0.5,924,0.9,1408,1.4,71,0.1,4505,4.5,6057,56521,84944,87.0,65133,66.7,38121,39.1,12674,13.0,93.9,33.7
Orange,127398.0,120398.0,2014-2015,2015,94.50540824816717,0500000US06059,3116069,1539600,49.4,1576469,50.6,191100,6.1,197619,6.3,206591,6.6,215277,6.9,227699,7.3,435177,14.0,430132,13.8,455401,14.6,198602,6.4,160814,5.2,220851,7.1,121529,3.9,55277,1.8,37.1,,1064499,34.2,,,1320050,42.4,48196,1.5,6368,0.2,586050,18.8,8945,0.3,158795,5.2,6059,76509,2653605,85.6,2014354,65.0,865258,27.9,445189,14.4,84.3,37.7
Placer,14642.0,13281.0,2014-2015,2015,90.70482174566315,0500000US06061,366280,178729,48.8,187551,51.2,20315,5.5,24516,6.7,24685,6.7,24404,6.7,20204,5.5,40776,11.1,47156,12.9,53228,14.5,24720,6.7,23272,6.4,35298,9.6,19588,5.3,8118,2.2,41.0,,49158,13.4,,,272814,74.5,4978,1.4,1358,0.4,23980,6.5,497,0.1,26529,7.2,6061,73948,330979,91.1,284396,78.2,100183,27.6,32493,8.9,94.1,36.4
Plumas,388.0,341.0,2014-2015,2015,87.88659793814433,0500000US06063,18966,9608,50.7,9358,49.3,910,4.8,990,5.2,749,3.9,970,5.1,877,4.6,1701,9.0,1885,9.9,2610,13.8,1824,9.6,1836,9.7,2860,15.1,1264,6.7,490,2.6,51.3,,1574,8.3,,,15993,84.3,124,0.7,342,1.8,178,0.9,167,0.9,1176,6.2,6063,47333,16469,87.6,11723,62.3,8368,44.5,2333,12.4,90.5,22.0
Riverside,88845.0,85663.0,2014-2015,2015,96.41848162530249,0500000US06065,2298032,1143477,49.8,1154555,50.2,158382,6.9,170678,7.4,175635,7.6,180241,7.8,171097,7.4,307255,13.4,297089,12.9,301453,13.1,129067,5.6,112922,4.9,164711,7.2,94194,4.1,35308,1.5,34.5,,1079778,47.0,,,867646,37.8,136414,5.9,10216,0.4,138736,6.0,5971,0.3,115066,5.0,6065,56603,1891569,83.1,1281751,56.3,796866,35.0,383957,16.9,80.1,20.9
Sacramento,52531.0,48663.0,2014-2015,2015,92.63672878871525,0500000US06067,1465832,717117,48.9,748715,51.1,99037,6.8,100310,6.8,100285,6.8,97547,6.7,105779,7.2,219626,15.0,191843,13.1,198226,13.5,93867,6.4,78025,5.3,100989,6.9,55001,3.8,25297,1.7,35.5,,326742,22.3,,,686399,46.8,140253,9.6,6469,0.4,216772,14.8,14645,1.0,144105,9.7,6067,55987,1273846,87.9,916157,63.2,510683,35.2,176039,12.1,86.6,28.8
San Benito,2423.0,2357.0,2014-2015,2015,97.27610400330168,0500000US06069,57557,28773,50.0,28784,50.0,3999,6.9,4103,7.1,4826,8.4,4481,7.8,3970,6.9,7385,12.8,7514,13.1,8304,14.4,3622,6.3,3090,5.4,3714,6.5,1701,3.0,848,1.5,35.0,,33307,57.9,,,21092,36.6,406,0.7,195,0.3,1441,2.5,54,0.1,2056,3.5,6069,71077,49956,87.0,37005,64.5,17911,31.2,7439,13.0,78.0,19.0
San Bernardino,88235.0,85182.0,2014-2015,2015,96.53992179973933,0500000US06071,2094769,1042053,49.7,1052716,50.3,155215,7.4,158353,7.6,163462,7.8,167591,8.0,172993,8.3,300914,14.4,272320,13.0,274668,13.1,121329,5.8,98996,4.7,123944,5.9,60788,2.9,24196,1.2,32.5,,1070262,51.1,,,652920,31.2,169547,8.1,7616,0.4,136830,6.5,6611,0.3,98111,4.6000000000000005,6071,53433,1712581,83.5,1115713,54.4,731057,35.7,337526,16.5,78.6,19.0
