FACILITY_NUMBER,COUNTY,pub_priv_headstart,CITY,STATE,FACILITY_NAME,ENROLLMENT,n,pct,vac_info_type,REPORTED
13419449,ALAMEDA,PRIVATE,FREMONT,CA,ABC MAGIC MOMENTS PRESCHOOL . IRVINGTON,55,53,98,childcare,Y
13420938,ALAMEDA,PRIVATE,FREMONT,CA,EMPIRE MONTESSORI PRESCHOOL,88,86,98,childcare,Y
13421976,ALAMEDA,PRIVATE,FREMONT,CA,GENIUS KIDS . MOWRY CAMPUS,58,56,98,childcare,Y
13416767,ALAMEDA,PRIVATE,FREMONT,CA,HARVEST CHRISTIAN PRESCHOOL/DAYCARE,64,62,98,childcare,Y
13419480,ALAMEDA,PRIVATE,FREMONT,CA,HEARTS AND HANDS CHRISTIAN CHILDCARE & PRESCHOOL,82,80,98,childcare,Y
13422064,ALAMEDA,PRIVATE,FREMONT,CA,LAUGHTER EDUCARE,54,52,98,childcare,Y
13422412,ALAMEDA,PRIVATE,FREMONT,CA,"LEARN AND PLAY MONTESSORI MAPLE, INC.",74,72,98,childcare,Y
13418973,ALAMEDA,PRIVATE,FREMONT,CA,"LEARNING TREE, THE",53,51,98,childcare,Y
10215677,ALAMEDA,PRIVATE,FREMONT,CA,"LITTLE MUD PUDDLES LEARNING CENTER, THE",84,82,98,childcare,Y
13421978,ALAMEDA,PRIVATE,FREMONT,CA,"NATURE'S GIFT PRESCHOOL, LLC",53,51,98,childcare,Y
13413922,ALAMEDA,PRIVATE,FREMONT,CA,NURTURE KIDS PRESCHOOL,56,54,98,childcare,Y
10204114,ALAMEDA,PRIVATE,FREMONT,CA,OUR SAVIOR LUTHERAN PRESCHOOL,53,51,98,childcare,Y
13421339,ALAMEDA,PRIVATE,FREMONT,CA,SAFARI KID . MISSION,50,49,98,childcare,Y
13422002,ALAMEDA,PRIVATE,FREMONT,CA,SPARKLE MONTESSORI INC.,59,57,98,childcare,Y
13418158,ALAMEDA,PRIVATE,FREMONT,CA,SUNSHINE KID'S PRESCHOOL,69,67,98,childcare,Y
6909840,ALAMEDA,PRIVATE,FREMONT,CA,FREMONT CHRISTIAN SCHOOL,69,67,98,kindergarten,Y
6141923,ALAMEDA,PRIVATE,FREMONT,CA,STRATFORD SCHOOL,60,58,98,kindergarten,Y
10206134,ALAMEDA,PRIVATE,FREMONT,CA,KIDANGO . RIX CENTER,135,132,98,childcare,Y
13422413,ALAMEDA,PRIVATE,FREMONT,CA,"LEARN AND PLAY MONTESSORI NILES, INC.",220,215,98,childcare,Y
13412601,ALAMEDA,PRIVATE,FREMONT,CA,KINDERCARE LEARNING CENTER,97,94,97,childcare,Y
13417471,ALAMEDA,PRIVATE,FREMONT,CA,"ABC MAGIC MOMENTS,INC. PRESCHOOL/CHILDCARE",28,26,95,childcare,Y
10209901,ALAMEDA,PRIVATE,FREMONT,CA,"CHILD'S HIDEAWAY, A",25,23,95,childcare,Y
13421981,ALAMEDA,PRIVATE,FREMONT,CA,DANIEL CHRISTIAN ACADEMY,47,44,95,childcare,Y
13417033,ALAMEDA,PRIVATE,FREMONT,CA,FREMONT PARENTS NURSERY SCHOOL,45,42,95,childcare,Y
10213705,ALAMEDA,PRIVATE,FREMONT,CA,GAN SAMEACH NURSERY SCHOOL,28,26,95,childcare,Y
13422418,ALAMEDA,PRIVATE,FREMONT,CA,GENIUS KIDS,45,42,95,childcare,Y
13422009,ALAMEDA,PRIVATE,FREMONT,CA,GENIUS KIDS,20,19,95,childcare,Y
10215763,ALAMEDA,PRIVATE,FREMONT,CA,HOLY SPIRIT PRESCHOOL,36,34,95,childcare,Y
13422443,ALAMEDA,PRIVATE,FREMONT,CA,KEEN LEARNERS LLC,47,44,95,childcare,Y
13416835,ALAMEDA,PRIVATE,FREMONT,CA,KIDANGO . CARLSON CENTER,32,30,95,childcare,Y
13416126,ALAMEDA,PRIVATE,FREMONT,CA,KIDANGO . SHARON JONES CENTER,48,45,95,childcare,Y
13416836,ALAMEDA,PRIVATE,FREMONT,CA,KIDANGO . WASHINGTON HOSPITAL CENTER,44,41,95,childcare,Y
10214911,ALAMEDA,PRIVATE,FREMONT,CA,KIDANGO.DELAINE EASTIN CHILD DEV. CENTER,22,20,95,childcare,Y
13415189,ALAMEDA,PRIVATE,FREMONT,CA,KIDDO LAND LEARNING CENTER,41,38,95,childcare,Y
13420919,ALAMEDA,PRIVATE,FREMONT,CA,"LIL GENIUS KID . FREMONT BLVD I, THE",30,28,95,childcare,Y
13421342,ALAMEDA,PRIVATE,FREMONT,CA,"LIL GENIUS KID . FREMONT BLVD II, THE",30,28,95,childcare,Y
13420595,ALAMEDA,PRIVATE,FREMONT,CA,MISSION SAN JOSE CHILDREN'S HOUSE,24,22,95,childcare,Y
13412388,ALAMEDA,PRIVATE,FREMONT,CA,MONTESSORI SCHOOL OF CENTERVILLE,39,37,95,childcare,Y
13421404,ALAMEDA,PRIVATE,FREMONT,CA,MONTESSORI SCHOOL OF FREMONT . CHILDRENS HOUSE,25,23,95,childcare,Y
13422038,ALAMEDA,PRIVATE,FREMONT,CA,OUR LADY OF GUADALUPE PRESCHOOL,20,19,95,childcare,Y
13419452,ALAMEDA,PRIVATE,FREMONT,CA,PALM ACADEMY,38,36,95,childcare,Y
13417856,ALAMEDA,PRIVATE,FREMONT,CA,PEACE TERRACE ACADEMY,23,21,95,childcare,Y
13411352,ALAMEDA,PRIVATE,FREMONT,CA,SCRIBBLES LEARNING CENTER,35,33,95,childcare,Y
13422018,ALAMEDA,PRIVATE,FREMONT,CA,YMCA Y.KIDS CARE FOREST PARK,21,19,95,childcare,Y
13422022,ALAMEDA,PRIVATE,FREMONT,CA,YOUNG EXPLORERS,24,22,95,childcare,Y
6152276,ALAMEDA,PRIVATE,FREMONT,CA,BASIS INDEPENDENT FREMONT,48,45,95,kindergarten,Y
6139778,ALAMEDA,PRIVATE,FREMONT,CA,GENIUS KIDS INC,20,19,95,kindergarten,Y
6972731,ALAMEDA,PRIVATE,FREMONT,CA,HOLY SPIRIT ELEMENTARY,35,33,95,kindergarten,Y
7047236,ALAMEDA,PRIVATE,FREMONT,CA,NEW HORIZONS,21,19,95,kindergarten,Y
6967483,ALAMEDA,PRIVATE,FREMONT,CA,PRINCE OF PEACE LUTHERAN SCHOOL,44,41,95,kindergarten,Y
6972996,ALAMEDA,PRIVATE,FREMONT,CA,ST. JOSEPH ELEMENTARY,32,30,95,kindergarten,Y
6206023,ALAMEDA,PRIVATE,FREMONT,CA,STRATFORD SCHOOL,30,28,95,kindergarten,Y
6909840,ALAMEDA,PRIVATE,FREMONT,CA,FREMONT CHRISTIAN SCHOOL,35,33,95,7th grade,Y
6972731,ALAMEDA,PRIVATE,FREMONT,CA,HOLY SPIRIT ELEMENTARY,21,19,95,7th grade,Y
6970628,ALAMEDA,PRIVATE,FREMONT,CA,OUR LADY OF GUADALUPE,21,19,95,7th grade,Y
6972996,ALAMEDA,PRIVATE,FREMONT,CA,ST. JOSEPH ELEMENTARY,28,26,95,7th grade,Y
6206023,ALAMEDA,PRIVATE,FREMONT,CA,STRATFORD SCHOOL,36,34,95,7th grade,Y
6140461,ALAMEDA,PRIVATE,FREMONT,CA,ILM ACADEMY,26,24,92,kindergarten,Y
6967483,ALAMEDA,PRIVATE,FREMONT,CA,PRINCE OF PEACE LUTHERAN SCHOOL,34,30,88,7th grade,Y
6104723,ALAMEDA,PUBLIC,FREMONT,CA,ARDENWOOD ELEMENTARY,118,116,99,kindergarten,Y
6000558,ALAMEDA,PUBLIC,FREMONT,CA,BRIER ELEMENTARY,143,141,99,kindergarten,Y
6089320,ALAMEDA,PUBLIC,FREMONT,CA,BROOKVALE ELEMENTARY,173,171,99,kindergarten,Y
6111330,ALAMEDA,PUBLIC,FREMONT,CA,FOREST PARK ELEMENTARY,143,141,99,kindergarten,Y
6106983,ALAMEDA,PUBLIC,FREMONT,CA,FRED E. WEIBEL ELEMENTARY,117,115,99,kindergarten,Y
6000624,ALAMEDA,PUBLIC,FREMONT,CA,GLENMOOR ELEMENTARY,100,99,99,kindergarten,Y
6000665,ALAMEDA,PUBLIC,FREMONT,CA,J. HALEY DURHAM ELEMENTARY,143,141,99,kindergarten,Y
6000673,ALAMEDA,PUBLIC,FREMONT,CA,JAMES LEITCH ELEMENTARY,305,301,99,kindergarten,Y
6066468,ALAMEDA,PUBLIC,FREMONT,CA,JOHN GOMES ELEMENTARY,167,165,99,kindergarten,Y
6000681,ALAMEDA,PUBLIC,FREMONT,CA,JOSEPH AZEVADA ELEMENTARY,105,103,99,kindergarten,Y
6000749,ALAMEDA,PUBLIC,FREMONT,CA,MISSION VALLEY ELEMENTARY,115,113,99,kindergarten,Y
6090542,ALAMEDA,PUBLIC,FREMONT,CA,OLIVEIRA ELEMENTARY,164,162,99,kindergarten,Y
6000798,ALAMEDA,PUBLIC,FREMONT,CA,PARKMONT ELEMENTARY,144,142,99,kindergarten,Y
6000806,ALAMEDA,PUBLIC,FREMONT,CA,PATTERSON ELEMENTARY,158,156,99,kindergarten,Y
6000715,ALAMEDA,PUBLIC,FREMONT,CA,TOM MALONEY ELEMENTARY,102,100,99,kindergarten,Y
6089619,ALAMEDA,PUBLIC,FREMONT,CA,WARWICK ELEMENTARY,144,142,99,kindergarten,Y
128298,ALAMEDA,PUBLIC,FREMONT,CA,Glankler Early Learning Center,148,146,99,kindergarten,Y
6056873,ALAMEDA,PUBLIC,FREMONT,CA,CENTERVILLE JUNIOR HIGH,502,496,99,7th grade,Y
6056881,ALAMEDA,PUBLIC,FREMONT,CA,G. M. WALTERS JUNIOR HIGH,404,399,99,7th grade,Y
6056907,ALAMEDA,PUBLIC,FREMONT,CA,JOHN M. HORNER JUNIOR HIGH,596,590,99,7th grade,Y
6056915,ALAMEDA,PUBLIC,FREMONT,CA,THORNTON JUNIOR HIGH,660,653,99,7th grade,Y
6056923,ALAMEDA,PUBLIC,FREMONT,CA,WILLIAM HOPKINS JUNIOR HIGH,514,508,99,7th grade,Y
13416472,ALAMEDA,PUBLIC,FREMONT,CA,FUSD . ALVIRDA HYMAN LEARNING CENTER,60,58,98,childcare,Y
13415769,ALAMEDA,PUBLIC,FREMONT,CA,PRECIOUS TIME CHRISTIAN PRESCHOOL,55,53,98,childcare,Y
6000566,ALAMEDA,PUBLIC,FREMONT,CA,CABRILLO ELEMENTARY,77,75,98,kindergarten,Y
6000640,ALAMEDA,PUBLIC,FREMONT,CA,HARVEY GREEN ELEMENTARY,96,94,98,kindergarten,Y
6000723,ALAMEDA,PUBLIC,FREMONT,CA,JOHN G. MATTOS ELEMENTARY,92,90,98,kindergarten,Y
6090526,ALAMEDA,PUBLIC,FREMONT,CA,JOSHUA CHADBOURNE ELEMENTARY,90,88,98,kindergarten,Y
6090534,ALAMEDA,PUBLIC,FREMONT,CA,MISSION SAN JOSE ELEMENTARY,76,74,98,kindergarten,Y
6000756,ALAMEDA,PUBLIC,FREMONT,CA,NILES ELEMENTARY,94,92,98,kindergarten,Y
6000764,ALAMEDA,PUBLIC,FREMONT,CA,O. N. HIRSCH ELEMENTARY,54,52,98,kindergarten,Y
6090559,ALAMEDA,PUBLIC,FREMONT,CA,STEVEN MILLARD ELEMENTARY,82,80,98,kindergarten,Y
6000830,ALAMEDA,PUBLIC,FREMONT,CA,VALLEJO MILL ELEMENTARY,94,92,98,kindergarten,Y
6000541,ALAMEDA,PUBLIC,FREMONT,CA,JOHN BLACOW ELEMENTARY,100,98,98,kindergarten,Y
13417235,ALAMEDA,PUBLIC,FREMONT,CA,FUSD . BLACOW STATE PRESCHOOL,24,22,95,childcare,Y
10214464,ALAMEDA,PUBLIC,FREMONT,CA,FUSD . CABRILLO STATE PRESCHOOL,24,22,95,childcare,Y
10214465,ALAMEDA,PUBLIC,FREMONT,CA,FUSD . DURHAM STATE PRESCHOOL,42,39,95,childcare,Y
13421986,ALAMEDA,PUBLIC,FREMONT,CA,FUSD . GLANKLER SCHOOL,45,42,95,childcare,Y
13415472,ALAMEDA,PUBLIC,FREMONT,CA,FUSD . GRIMMER STATE PRESCHOOL,42,39,95,childcare,Y
131763,ALAMEDA,PUBLIC,FREMONT,CA,CALIFORNIA SCHOOL FOR THE DEAF.FREMONT,25,23,95,7th grade,Y
130534,ALAMEDA,PUBLIC,FREMONT,CA,CIRCLE OF INDEPENDENT LEARNING,27,25,95,7th grade,Y
6000590,ALAMEDA,PUBLIC,FREMONT,CA,E. M. GRIMMER ELEMENTARY,74,69,93,kindergarten,Y
13415906,ALAMEDA,PUBLIC,FREMONT,CA,KINDERCARE LEARNING CENTER,93,55,59,childcare,Y
6993778,ALAMEDA,PRIVATE,FREMONT,CA,MONTESSORI SCHOOL OF FREMONT,23,21,95,kindergarten,Y
13419397,ALAMEDA,HEAD START,HAYWARD,CA,CFCS PEIXOTO HEAD START CENTER,116,114,99,childcare,Y
13420577,ALAMEDA,HEAD START,HAYWARD,CA,CFCS . LORENZO MANOR HEAD START,32,30,95,childcare,Y
13422049,ALAMEDA,HEAD START,HAYWARD,CA,CFCS HANSEN HEAD START,30,28,95,childcare,Y
10212000,ALAMEDA,HEAD START,HAYWARD,CA,CFCS HEAD START . GLASSBROOK,31,29,95,childcare,Y
13418959,ALAMEDA,HEAD START,HAYWARD,CA,CFCS HEAD START . SUNSET,48,45,95,childcare,Y
13418950,ALAMEDA,HEAD START,HAYWARD,CA,CFCS HEAD START CENTER . BIDWELL,32,30,95,childcare,Y
13419472,ALAMEDA,HEAD START,HAYWARD,CA,YMCA OF THE EAST BAY . EDEN CDC,47,44,95,childcare,Y
13419440,ALAMEDA,PRIVATE,HAYWARD,CA,EIFFEL TOWER MONTESSORI PRESCHOOL & K,51,49,98,childcare,Y
10210079,ALAMEDA,PRIVATE,HAYWARD,CA,ELMHURST DAY CARE AND PRESCHOOL,82,80,98,childcare,Y
13419486,ALAMEDA,PRIVATE,HAYWARD,CA,KIDANGO . AMADOR,80,78,98,childcare,Y
10203130,ALAMEDA,PRIVATE,HAYWARD,CA,MONTESSORI CHILDREN'S HOUSE OF HAYWARD,64,62,98,childcare,Y
13417786,ALAMEDA,PRIVATE,HAYWARD,CA,ST. JOACHIM PRESCHOOL,52,50,98,childcare,Y
13420978,ALAMEDA,PRIVATE,HAYWARD,CA,CHILDRENS CHOICE EDUCARE,43,40,95,childcare,Y
13422406,ALAMEDA,PRIVATE,HAYWARD,CA,HIS KIDS CHILDRENS CENTER,27,25,95,childcare,Y
13411214,ALAMEDA,PRIVATE,HAYWARD,CA,KIDANGO.GLEN BERRY CHILD DEVELOPMENT CENTER,26,24,95,childcare,Y
13415366,ALAMEDA,PRIVATE,HAYWARD,CA,KIDANGO.HILLVIEW CREST CHILD DEVELOPMENT CENTER,48,45,95,childcare,Y
13422020,ALAMEDA,PRIVATE,HAYWARD,CA,LIL ANGELS CENTERS FOR EARLY EDUCATION,36,34,95,childcare,Y
13422470,ALAMEDA,PRIVATE,HAYWARD,CA,ROYAL KIDS ACADEMY,24,22,95,childcare,Y
6965909,ALAMEDA,PRIVATE,HAYWARD,CA,ALL SAINTS CATHOLIC SCHOOL,32,30,95,kindergarten,Y
7103286,ALAMEDA,PRIVATE,HAYWARD,CA,MONTESSORI CHILDREN'S HOUSE OF HAYWARD,22,20,95,kindergarten,Y
6965917,ALAMEDA,PRIVATE,HAYWARD,CA,SAINT CLEMENT CATHOLIC SCHOOL,26,24,95,kindergarten,Y
6972871,ALAMEDA,PRIVATE,HAYWARD,CA,ST. BEDE CATHOLIC SCHOOL,23,21,95,kindergarten,Y
6972970,ALAMEDA,PRIVATE,HAYWARD,CA,ST. JOACHIM'S ELEMENTARY,36,34,95,kindergarten,Y
6965909,ALAMEDA,PRIVATE,HAYWARD,CA,ALL SAINTS CATHOLIC SCHOOL,32,30,95,7th grade,Y
6965917,ALAMEDA,PRIVATE,HAYWARD,CA,SAINT CLEMENT CATHOLIC SCHOOL,35,33,95,7th grade,Y
6972871,ALAMEDA,PRIVATE,HAYWARD,CA,ST. BEDE CATHOLIC SCHOOL,35,33,95,7th grade,Y
6972970,ALAMEDA,PRIVATE,HAYWARD,CA,ST. JOACHIM'S ELEMENTARY,36,34,95,7th grade,Y
13422058,ALAMEDA,PRIVATE,HAYWARD,CA,SAFARI KID . HAYWARD,62,59,95,childcare,Y
13414849,ALAMEDA,PRIVATE,HAYWARD,CA,LI'L ANGELS AT RUUS,57,50,88,childcare,Y
10206034,ALAMEDA,PUBLIC,HAYWARD,CA,HUSD CHILD DEV. PROGRAM . HELEN TURNER,252,249,99,childcare,Y
119842,ALAMEDA,PUBLIC,HAYWARD,CA,SPECIAL EDUCATION.PRESCHOOL.LAUREL,116,114,99,childcare,Y
6000905,ALAMEDA,PUBLIC,HAYWARD,CA,BURBANK ELEMENTARY,134,132,99,kindergarten,Y
6000913,ALAMEDA,PUBLIC,HAYWARD,CA,CHERRYLAND ELEMENTARY,106,104,99,kindergarten,Y
6001135,ALAMEDA,PUBLIC,HAYWARD,CA,SCHAFER PARK ELEMENTARY,110,108,99,kindergarten,Y
111815,ALAMEDA,PUBLIC,HAYWARD,CA,STONEBRAE ELEMENTARY,133,131,99,kindergarten,Y
6001606,ALAMEDA,PUBLIC,HAYWARD,CA,HILLVIEW CREST ELEMENTARY,118,116,99,kindergarten,Y
6002521,ALAMEDA,PUBLIC,HAYWARD,CA,COLONIAL ACRES ELEMENTARY,120,118,99,kindergarten,Y
6002653,ALAMEDA,PUBLIC,HAYWARD,CA,LORENZO MANOR ELEMENTARY,115,113,99,kindergarten,Y
6056931,ALAMEDA,PUBLIC,HAYWARD,CA,BRET HARTE MIDDLE,302,298,99,7th grade,Y
6056949,ALAMEDA,PUBLIC,HAYWARD,CA,CESAR CHAVEZ MIDDLE,283,280,99,7th grade,Y
6066476,ALAMEDA,PUBLIC,HAYWARD,CA,"MARTIN LUTHER KING, JR. MIDDLE",369,365,99,7th grade,Y
6056972,ALAMEDA,PUBLIC,HAYWARD,CA,WINTON MIDDLE,243,240,99,7th grade,Y
113902,ALAMEDA,PUBLIC,HAYWARD,CA,Impact Academy of Arts & Technology,122,120,99,7th grade,Y
13411745,ALAMEDA,PUBLIC,HAYWARD,CA,"CHABOT COLLEGE, CHILDREN'S CENTER",51,49,98,childcare,Y
10214550,ALAMEDA,PUBLIC,HAYWARD,CA,HUSD CHILD DEV. PROGRAM . MUIR,84,82,98,childcare,Y
6000921,ALAMEDA,PUBLIC,HAYWARD,CA,EAST AVENUE ELEMENTARY,85,83,98,kindergarten,Y
6090583,ALAMEDA,PUBLIC,HAYWARD,CA,EDEN GARDENS ELEMENTARY,83,81,98,kindergarten,Y
6000947,ALAMEDA,PUBLIC,HAYWARD,CA,ELDRIDGE ELEMENTARY,53,51,98,kindergarten,Y
6000962,ALAMEDA,PUBLIC,HAYWARD,CA,FAIRVIEW ELEMENTARY,86,84,98,kindergarten,Y
127696,ALAMEDA,PUBLIC,HAYWARD,CA,KNOWLEDGE ENLIGHTENS YOU (KEY) ACADEMY,70,68,98,kindergarten,Y
6001044,ALAMEDA,PUBLIC,HAYWARD,CA,LONGWOOD ELEMENTARY,81,79,98,kindergarten,Y
6001051,ALAMEDA,PUBLIC,HAYWARD,CA,LORIN A. EDEN ELEMENTARY,52,50,98,kindergarten,Y
6001093,ALAMEDA,PUBLIC,HAYWARD,CA,PALMA CEIA ELEMENTARY,71,69,98,kindergarten,Y
127696,ALAMEDA,PUBLIC,HAYWARD,CA,KNOWLEDGE ENLIGHTENS YOU (KEY) ACADEMY,61,59,98,7th grade,Y
6104566,ALAMEDA,PUBLIC,HAYWARD,CA,TYRRELL ELEMENTARY,104,101,97,kindergarten,Y
6056956,ALAMEDA,PUBLIC,HAYWARD,CA,ANTHONY W. OCHOA MIDDLE,322,311,97,7th grade,Y
6000988,ALAMEDA,PUBLIC,HAYWARD,CA,GLASSBROOK ELEMENTARY,64,62,97,kindergarten,Y
6001192,ALAMEDA,PUBLIC,HAYWARD,CA,TREEVIEW ELEMENTARY,72,70,97,kindergarten,Y
6000996,ALAMEDA,PUBLIC,HAYWARD,CA,HARDER ELEMENTARY,78,76,97,kindergarten,Y
6001127,ALAMEDA,PUBLIC,HAYWARD,CA,RUUS ELEMENTARY,79,77,97,kindergarten,Y
13420954,ALAMEDA,PUBLIC,HAYWARD,CA,HUSD . FAIRVIEW STATE PRESCHOOL,41,38,95,childcare,Y
13420955,ALAMEDA,PUBLIC,HAYWARD,CA,HUSD . HARDER STATE PRESCHOOL,38,36,95,childcare,Y
13421426,ALAMEDA,PUBLIC,HAYWARD,CA,HUSD . PARK STATE PRESCHOOL,41,38,95,childcare,Y
10214552,ALAMEDA,PUBLIC,HAYWARD,CA,HUSD CHILD DEV. PROGRAM . BOWMAN,41,38,95,childcare,Y
10214554,ALAMEDA,PUBLIC,HAYWARD,CA,HUSD CHILD DEV. PROGRAM . CHERRYLAND,42,39,95,childcare,Y
10214551,ALAMEDA,PUBLIC,HAYWARD,CA,HUSD CHILD DEV. PROGRAM . SHEPHERD,41,38,95,childcare,Y
13414055,ALAMEDA,PUBLIC,HAYWARD,CA,HUSD CHILD DEVELOPMENT CTR. . PALMA CEIA,39,37,95,childcare,Y
13420905,ALAMEDA,PUBLIC,HAYWARD,CA,KIDANGO . COLONIAL ACRES,40,38,95,childcare,Y
13420561,ALAMEDA,PUBLIC,HAYWARD,CA,KIDANGO . SUNSET,45,42,95,childcare,Y
129569,ALAMEDA,PUBLIC,HAYWARD,CA,SAN LORENZO UNIFIED PRESCHOOL,21,19,95,childcare,Y
6000889,ALAMEDA,PUBLIC,HAYWARD,CA,BOWMAN ELEMENTARY,48,45,95,kindergarten,Y
13422029,ALAMEDA,PUBLIC,HAYWARD,CA,KIDANGO . EDEN YOUTH CENTER,60,57,95,childcare,Y
6001101,ALAMEDA,PUBLIC,HAYWARD,CA,PARK ELEMENTARY,80,76,95,kindergarten,Y
6001176,ALAMEDA,PUBLIC,HAYWARD,CA,SOUTHGATE ELEMENTARY,82,78,95,kindergarten,Y
13418167,ALAMEDA,HEAD START,LIVERMORE,CA,CAPE . BESS PLATT,37,35,95,childcare,Y
10213356,ALAMEDA,HEAD START,LIVERMORE,CA,CAPE . WM. ORMAND III EARLY ED. CTR.,39,37,95,childcare,Y
13422437,ALAMEDA,HEAD START,LIVERMORE,CA,CAPE ALMOND CENTER,28,26,95,childcare,Y
10200306,ALAMEDA,PRIVATE,LIVERMORE,CA,HOLY CROSS LUTHERAN NURSERY SCHOOL,131,129,99,childcare,Y
13414324,ALAMEDA,PRIVATE,LIVERMORE,CA,CHRISTIAN WORLD CHILD CARE CENTER,53,51,98,childcare,Y
13422425,ALAMEDA,PRIVATE,LIVERMORE,CA,KIDDIE ACADEMY,65,63,98,childcare,Y
10211015,ALAMEDA,PRIVATE,LIVERMORE,CA,LIVERMORE PLAYSCHOOL,90,88,98,childcare,Y
13415043,ALAMEDA,PRIVATE,LIVERMORE,CA,OUR SAVIOR LUTHERAN EARLY CHILDHOOD DEV. CTR.,98,96,98,childcare,Y
13422005,ALAMEDA,PRIVATE,LIVERMORE,CA,SMART START CREATIVE LEARNING CENTER,79,77,98,childcare,Y
13419000,ALAMEDA,PRIVATE,LIVERMORE,CA,STORYLAND SCHOOL,84,82,98,childcare,Y
10200027,ALAMEDA,PRIVATE,LIVERMORE,CA,SUNSET CHRISTIAN PRESCHOOL,70,68,98,childcare,Y
13421352,ALAMEDA,PRIVATE,LIVERMORE,CA,"LEARNING TREE, THE",78,76,97,childcare,Y
13415193,ALAMEDA,PRIVATE,LIVERMORE,CA,CELEBRATION LEARNING CENTER,28,26,95,childcare,Y
13417785,ALAMEDA,PRIVATE,LIVERMORE,CA,FOUNTAINHEAD MONTESSORI SCHOOL,45,42,95,childcare,Y
13421393,ALAMEDA,PRIVATE,LIVERMORE,CA,FREE TO BE ME CHILD CARE,46,43,95,childcare,Y
13412608,ALAMEDA,PRIVATE,LIVERMORE,CA,KINDERCARE LEARNING CENTER,46,43,95,childcare,Y
10210116,ALAMEDA,PRIVATE,LIVERMORE,CA,LLESA CHILDREN'S CENTER,47,44,95,childcare,Y
13421355,ALAMEDA,PRIVATE,LIVERMORE,CA,MS.CARMEN'S KINDERCASA,25,23,95,childcare,Y
10209783,ALAMEDA,PRIVATE,LIVERMORE,CA,NEW HORIZONS PRESCHOOL AND DAY CARE,31,29,95,childcare,Y
13419399,ALAMEDA,PRIVATE,LIVERMORE,CA,ROOM TO GROW,42,39,95,childcare,Y
6995583,ALAMEDA,PRIVATE,LIVERMORE,CA,OUR SAVIOR LUTHERAN SCHOOL,25,23,95,kindergarten,Y
6967525,ALAMEDA,PRIVATE,LIVERMORE,CA,ST. MICHAEL ELEMENTARY,31,29,95,kindergarten,Y
6995583,ALAMEDA,PRIVATE,LIVERMORE,CA,OUR SAVIOR LUTHERAN SCHOOL,25,23,95,7th grade,Y
6967525,ALAMEDA,PRIVATE,LIVERMORE,CA,ST. MICHAEL ELEMENTARY,22,20,95,7th grade,Y
13416514,ALAMEDA,PRIVATE,LIVERMORE,CA,VALLEY MONTESSORI SCHOOL,140,133,95,childcare,Y
6900773,ALAMEDA,PRIVATE,LIVERMORE,CA,VALLEY MONTESSORI SCHOOL,39,35,90,kindergarten,Y
6900773,ALAMEDA,PRIVATE,LIVERMORE,CA,VALLEY MONTESSORI SCHOOL,27,23,85,7th grade,Y
6071906,ALAMEDA,PUBLIC,LIVERMORE,CA,ARROYO SECO ELEMENTARY,124,122,99,kindergarten,Y
6001317,ALAMEDA,PUBLIC,LIVERMORE,CA,MARYLIN AVENUE ELEMENTARY,110,108,99,kindergarten,Y
6097661,ALAMEDA,PUBLIC,LIVERMORE,CA,SUNSET ELEMENTARY,142,140,99,kindergarten,Y
6085773,ALAMEDA,PUBLIC,LIVERMORE,CA,ANDREW N. CHRISTENSEN MIDDLE,232,229,99,7th grade,Y
6001242,ALAMEDA,PUBLIC,LIVERMORE,CA,EAST AVENUE MIDDLE,201,198,99,7th grade,Y
6001234,ALAMEDA,PUBLIC,LIVERMORE,CA,JUNCTION K.8,140,138,99,7th grade,Y
6001341,ALAMEDA,PUBLIC,LIVERMORE,CA,WILLIAM MENDENHALL MIDDLE,332,328,99,7th grade,Y
13418972,ALAMEDA,PUBLIC,LIVERMORE,CA,COTTAGE PRESCHOOL,70,68,98,childcare,Y
123554,ALAMEDA,PUBLIC,LIVERMORE,CA,SPECIAL EDUCATION PRESCHOOL,53,51,98,childcare,Y
6001234,ALAMEDA,PUBLIC,LIVERMORE,CA,JUNCTION K.8,96,94,98,kindergarten,Y
6001291,ALAMEDA,PUBLIC,LIVERMORE,CA,JOE MICHELL,90,88,98,7th grade,Y
6001283,ALAMEDA,PUBLIC,LIVERMORE,CA,JACKSON AVENUE ELEMENTARY,122,120,98,kindergarten,Y
6110332,ALAMEDA,PUBLIC,LIVERMORE,CA,LEO R. CROCE ELEMENTARY,124,122,98,kindergarten,Y
6089338,ALAMEDA,PUBLIC,LIVERMORE,CA,RANCHO LAS POSITAS ELEMENTARY,126,124,98,kindergarten,Y
6117543,ALAMEDA,PUBLIC,LIVERMORE,CA,ALTAMONT CREEK ELEMENTARY,128,125,98,kindergarten,Y
6001259,ALAMEDA,PUBLIC,LIVERMORE,CA,EMMA C. SMITH ELEMENTARY,128,125,98,kindergarten,Y
135376,ALAMEDA,PUBLIC,LIVERMORE,CA,Lawrence Elementary,69,66,96,kindergarten,Y
13420889,ALAMEDA,PUBLIC,LIVERMORE,CA,LAS POSITAS COLLEGE CHILD DEVELOPMENT CENTER,73,70,96,childcare,Y
6001291,ALAMEDA,PUBLIC,LIVERMORE,CA,JOE MICHELL,102,98,96,kindergarten,Y
10215558,ALAMEDA,HEAD START,NEWARK,CA,CFCS HEAD START . ASH STREET,29,27,95,childcare,Y
